MOF_name,thermal_decomposition_temp_C,solvent_removal_stability,dataset
qmof-84a2641,,0.85,QMOF reference
qmof-3480edd,,0.82,QMOF reference
qmof-1302ca9,,FAILED,QMOF reference
qmof-c570ff7,,FAILED,QMOF reference
qmof-c406647,,0.92,QMOF reference
qmof-8405f87,,0.84,QMOF reference
qmof-48a8af6,,0.87,QMOF reference
qmof-8185826,,0.88,QMOF reference
qmof-4fb11b1,,0.85,QMOF reference
qmof-6b21d44,,0.42,QMOF reference
qmof-aeafa12,,0.31,QMOF reference
qmof-2a6bcbd,,0.54,QMOF reference
qmof-38471da,,0.43,QMOF reference
qmof-f7c71f2,,0.83,QMOF reference
qmof-ebddde8,,0.9,QMOF reference
qmof-6332593,,0.76,QMOF reference
qmof-508007f,,0.67,QMOF reference
qmof-16a2c6d,,0.92,QMOF reference
qmof-d126681,,0.17,QMOF reference
qmof-29e0c99,,0.93,QMOF reference
qmof-d08ace3,,FAILED,QMOF reference
qmof-40b1636,,0.49,QMOF reference
qmof-2f9c233,,FAILED,QMOF reference
qmof-40899bb,,0.83,QMOF reference
qmof-6b5664e,,0.21,QMOF reference
qmof-1106f49,,0.73,QMOF reference
qmof-3f9e962,,0.27,QMOF reference
qmof-6ddf0f7,,0.47,QMOF reference
qmof-3ce4a78,,0.84,QMOF reference
qmof-2ab8c3c,,FAILED,QMOF reference
qmof-6058f17,351.7,0.75,QMOF reference
qmof-af84707,,0.15,QMOF reference
qmof-235700c,329.6,0.82,QMOF reference
qmof-8645539,,0.78,QMOF reference
qmof-a998e68,,0.59,QMOF reference
qmof-bc9ad02,369.9,0.15,QMOF reference
qmof-7e5ab0e,221.0,0.48,QMOF reference
qmof-4d40fa6,,0.77,QMOF reference
qmof-a153565,273.2,0.42,QMOF reference
qmof-ba95831,,0.91,QMOF reference
qmof-c9afd47,,0.09,QMOF reference
qmof-92814dc,,0.73,QMOF reference
qmof-c7ff037,,0.48,QMOF reference
qmof-34417cf,,0.89,QMOF reference
qmof-069e51d,344.8,0.76,QMOF reference
qmof-20020d6,370.0,0.88,QMOF reference
qmof-6f2accd,,0.74,QMOF reference
qmof-c07765b,,0.22,QMOF reference
qmof-c060980,307.4,0.49,QMOF reference
qmof-e167932,,FAILED,QMOF reference
qmof-6f04f48,,0.91,QMOF reference
qmof-5fa42a7,290.8,0.77,QMOF reference
qmof-b74246f,,FAILED,QMOF reference
qmof-2095c92,333.7,0.91,QMOF reference
qmof-1801a47,,0.65,QMOF reference
qmof-a98044e,366.4,0.89,QMOF reference
qmof-c9b3d14,295.9,0.59,QMOF reference
qmof-4f2bf7e,,0.96,QMOF reference
qmof-7022a65,,0.92,QMOF reference
qmof-2286cb0,374.3,0.95,QMOF reference
qmof-90bddf0,,0.43,QMOF reference
qmof-7d82fc9,,0.5,QMOF reference
qmof-862bdf1,,0.78,QMOF reference
qmof-d219c19,,FAILED,QMOF reference
qmof-bb51b6f,,0.83,QMOF reference
qmof-979f57c,,0.93,QMOF reference
qmof-8a79b08,202.4,0.54,QMOF reference
qmof-11c9682,,FAILED,QMOF reference
qmof-d9d0b10,306.9,0.73,QMOF reference
qmof-8dc568d,,FAILED,QMOF reference
qmof-c12cbdc,326.7,0.9,QMOF reference
qmof-ee72547,251.2,0.25,QMOF reference
qmof-555bddc,287.5,0.66,QMOF reference
qmof-f361ef2,,0.72,QMOF reference
qmof-0684a95,,0.94,QMOF reference
qmof-2186c5e,333.0,0.71,QMOF reference
qmof-3a1b292,,FAILED,QMOF reference
qmof-0133865,,0.86,QMOF reference
qmof-4fff940,,FAILED,QMOF reference
qmof-43bcc64,,0.75,QMOF reference
qmof-eecfc17,387.9,0.53,QMOF reference
qmof-9576b30,,0.09,QMOF reference
qmof-91a02c3,,0.85,QMOF reference
qmof-90d872c,,0.47,QMOF reference
qmof-1aa6c4c,345.8,0.63,QMOF reference
qmof-7015fdd,,0.79,QMOF reference
qmof-e48c38e,,0.83,QMOF reference
qmof-ff588b7,,FAILED,QMOF reference
qmof-e411eea,,FAILED,QMOF reference
qmof-50c8fb2,306.3,0.4,QMOF reference
qmof-c43eb20,,0.15,QMOF reference
qmof-c9af32c,,0.27,QMOF reference
qmof-56b47d4,218.2,0.48,QMOF reference
qmof-6d2fc7d,,0.76,QMOF reference
qmof-2d6d0e3,,0.89,QMOF reference
qmof-0300d77,,0.14,QMOF reference
qmof-0cc51b8,372.1,0.08,QMOF reference
qmof-c5e9015,,0.3,QMOF reference
qmof-9bb222f,,0.86,QMOF reference
qmof-06b7b00,,FAILED,QMOF reference
qmof-92554a4,,0.92,QMOF reference
qmof-327888f,,0.41,QMOF reference
qmof-0b15fc2,372.3,0.84,QMOF reference
qmof-ac0374e,,0.82,QMOF reference
qmof-a2d1221,290.3,0.96,QMOF reference
qmof-0813a12,,0.88,QMOF reference
qmof-edf8a77,361.7,0.62,QMOF reference
qmof-45aee87,,FAILED,QMOF reference
qmof-44525ba,,0.78,QMOF reference
qmof-d1e9881,,0.82,QMOF reference
qmof-aaf6969,234.5,0.48,QMOF reference
qmof-8e3fb92,,0.87,QMOF reference
qmof-8e63579,253.7,0.26,QMOF reference
qmof-8fddab8,337.4,0.23,QMOF reference
qmof-d049b42,,0.46,QMOF reference
qmof-2337586,,0.74,QMOF reference
qmof-e03e344,323.1,0.71,QMOF reference
qmof-7aa6be5,,0.95,QMOF reference
qmof-483be7f,,FAILED,QMOF reference
qmof-dc2dcc2,,0.39,QMOF reference
qmof-bb7d185,414.0,FAILED,QMOF reference
qmof-9c8ecba,,0.51,QMOF reference
qmof-86f0092,339.0,FAILED,QMOF reference
qmof-1f14edb,,0.94,QMOF reference
qmof-5030fff,,0.47,QMOF reference
qmof-320e8c9,395.4,0.84,QMOF reference
qmof-42205a7,,0.84,QMOF reference
qmof-89da764,,FAILED,QMOF reference
qmof-a95989e,,0.94,QMOF reference
qmof-9b4c654,342.3,0.51,QMOF reference
qmof-e993e6b,,0.51,QMOF reference
qmof-bf02ae6,361.9,0.81,QMOF reference
qmof-c89a5ff,,0.36,QMOF reference
qmof-58640c4,398.2,0.83,QMOF reference
qmof-fb8704e,,0.9,QMOF reference
qmof-7592d77,,0.86,QMOF reference
qmof-187461d,,0.77,QMOF reference
qmof-df82873,,0.51,QMOF reference
qmof-9facb2e,,0.8,QMOF reference
qmof-51b139b,278.4,0.89,QMOF reference
qmof-c6160cd,,0.76,QMOF reference
qmof-042f5d3,314.5,0.72,QMOF reference
qmof-70b9348,310.7,0.8,QMOF reference
qmof-cdb5ed9,366.9,0.63,QMOF reference
qmof-d776b6f,,0.89,QMOF reference
qmof-08f8729,427.2,FAILED,QMOF reference
qmof-fe8ea01,392.2,0.9,QMOF reference
qmof-d29b685,,FAILED,QMOF reference
qmof-cd4e737,335.6,0.75,QMOF reference
qmof-52796c9,,FAILED,QMOF reference
qmof-c9f9a46,,0.57,QMOF reference
qmof-0c9cb8c,,0.81,QMOF reference
qmof-209afa4,,0.15,QMOF reference
qmof-14869a5,,0.5,QMOF reference
qmof-d30ae56,,0.78,QMOF reference
qmof-7903c7a,,FAILED,QMOF reference
qmof-55c6596,,0.85,QMOF reference
qmof-7386122,,0.91,QMOF reference
qmof-0ee8b01,303.3,0.13,QMOF reference
qmof-d33d1b0,,0.0,QMOF reference
qmof-a4d3297,400.7,0.1,QMOF reference
qmof-d94dea9,,FAILED,QMOF reference
qmof-4234b3d,,0.4,QMOF reference
qmof-18c6d13,,0.89,QMOF reference
qmof-3b386b9,301.5,0.75,QMOF reference
qmof-658d64a,,FAILED,QMOF reference
qmof-1518089,418.5,0.74,QMOF reference
qmof-b7a2d03,,0.16,QMOF reference
qmof-0c75beb,,0.68,QMOF reference
qmof-fa3b974,,FAILED,QMOF reference
qmof-600b915,,0.85,QMOF reference
qmof-23d282f,,0.12,QMOF reference
qmof-f3ce9b5,283.5,0.43,QMOF reference
qmof-a3bdd9f,,FAILED,QMOF reference
qmof-e2c816e,,0.93,QMOF reference
qmof-8d68d51,,0.54,QMOF reference
qmof-aa3bc0e,,0.86,QMOF reference
qmof-fff0df1,388.9,0.72,QMOF reference
qmof-e9eab2e,329.2,0.43,QMOF reference
qmof-b4c22c7,,0.9,QMOF reference
qmof-b679e3a,,0.9,QMOF reference
qmof-742aaba,377.7,0.38,QMOF reference
qmof-1339fce,317.6,0.64,QMOF reference
qmof-d57448c,,0.91,QMOF reference
qmof-f0e6617,,0.13,QMOF reference
qmof-71a4d07,,FAILED,QMOF reference
qmof-579321e,,FAILED,QMOF reference
qmof-2a3833a,,0.68,QMOF reference
qmof-a0ed1a6,,0.76,QMOF reference
qmof-10aa8d9,,0.69,QMOF reference
qmof-ea2f7b2,326.8,0.9,QMOF reference
qmof-a8728d7,,0.84,QMOF reference
qmof-ba1d37d,,FAILED,QMOF reference
qmof-46cb25f,332.6,0.12,QMOF reference
qmof-937f336,297.9,0.72,QMOF reference
qmof-27acf12,348.6,0.96,QMOF reference
qmof-1879cfe,377.2,0.18,QMOF reference
qmof-2c4892a,268.9,0.73,QMOF reference
qmof-38c1bdc,295.9,0.07,QMOF reference
qmof-bf9cc36,264.5,0.29,QMOF reference
qmof-b9e1a1b,,FAILED,QMOF reference
qmof-5263db8,439.7,0.36,QMOF reference
qmof-4071219,245.6,0.93,QMOF reference
qmof-bd158a6,288.7,0.43,QMOF reference
qmof-e4f0b6f,498.1,0.27,QMOF reference
qmof-9f230b5,377.0,0.94,QMOF reference
qmof-8ce9fa1,373.2,0.31,QMOF reference
qmof-9caf6ea,357.6,0.39,QMOF reference
qmof-b6ee5ae,264.5,0.66,QMOF reference
qmof-d901bbc,269.2,0.77,QMOF reference
qmof-e91bdca,342.2,0.89,QMOF reference
qmof-77a1d56,321.8,0.43,QMOF reference
qmof-1b4a7d4,379.7,0.79,QMOF reference
qmof-4a4833a,351.8,0.89,QMOF reference
qmof-087c398,218.0,0.89,QMOF reference
qmof-cd300fd,299.4,0.86,QMOF reference
qmof-8c50340,,FAILED,QMOF reference
qmof-7e2d241,338.4,0.3,QMOF reference
qmof-659dd1c,331.6,0.82,QMOF reference
qmof-817fdc2,299.9,0.72,QMOF reference
qmof-72a3c74,356.0,0.67,QMOF reference
qmof-467f2a8,346.8,0.9,QMOF reference
qmof-ff1d9b8,378.7,0.61,QMOF reference
qmof-940010e,293.3,0.85,QMOF reference
qmof-bd3e848,268.3,0.46,QMOF reference
qmof-2baa420,391.0,0.35,QMOF reference
qmof-29b2925,315.6,0.96,QMOF reference
qmof-d9247b5,,FAILED,QMOF reference
qmof-b4f2a15,276.6,0.65,QMOF reference
qmof-a6ec3b8,361.3,0.84,QMOF reference
qmof-d78bf59,236.7,0.56,QMOF reference
qmof-c041b36,280.6,0.53,QMOF reference
qmof-6270ffb,,FAILED,QMOF reference
qmof-01bd71a,348.4,0.64,QMOF reference
qmof-ca14cc9,,FAILED,QMOF reference
qmof-c7b7a90,231.5,0.64,QMOF reference
qmof-ef4a02d,271.6,0.88,QMOF reference
qmof-cd7c886,372.2,0.11,QMOF reference
qmof-1a531e9,359.1,0.9,QMOF reference
qmof-725368c,379.6,0.79,QMOF reference
qmof-cb06477,295.6,0.9,QMOF reference
qmof-57d8d0a,277.5,0.79,QMOF reference
qmof-a2a22e2,,FAILED,QMOF reference
qmof-f4c4d54,,FAILED,QMOF reference
qmof-ab58af7,347.3,0.91,QMOF reference
qmof-ad070be,,FAILED,QMOF reference
qmof-917b7ee,342.9,0.48,QMOF reference
qmof-abc0aa1,248.9,0.86,QMOF reference
qmof-896e1e1,,FAILED,QMOF reference
qmof-3ed2303,361.4,0.22,QMOF reference
qmof-71e5f47,,FAILED,QMOF reference
qmof-e1e431a,,FAILED,QMOF reference
qmof-8c157d2,277.9,0.27,QMOF reference
qmof-e62185c,336.9,0.48,QMOF reference
qmof-ab3cb93,292.7,0.05,QMOF reference
qmof-4dd157d,,FAILED,QMOF reference
qmof-ae0a299,283.8,0.12,QMOF reference
qmof-5c05a68,,FAILED,QMOF reference
qmof-36f4a70,,FAILED,QMOF reference
qmof-8771d16,295.6,0.65,QMOF reference
qmof-0c858c4,314.6,0.17,QMOF reference
qmof-c8f9598,290.0,0.26,QMOF reference
qmof-588da82,354.7,0.88,QMOF reference
qmof-b9862f3,318.8,0.9,QMOF reference
qmof-28a86f8,256.6,0.2,QMOF reference
qmof-c02979d,260.1,0.4,QMOF reference
qmof-2ecf8bd,336.4,0.31,QMOF reference
qmof-05dc5b6,382.4,0.93,QMOF reference
qmof-1bf321e,342.5,0.85,QMOF reference
qmof-32b966b,331.5,0.32,QMOF reference
qmof-d4507f6,204.0,0.8,QMOF reference
qmof-c3289bb,320.6,0.31,QMOF reference
qmof-bfbbb54,343.0,0.79,QMOF reference
qmof-5af3aeb,312.7,0.55,QMOF reference
qmof-d826b2c,371.2,0.41,QMOF reference
qmof-b9e8ae6,355.2,0.45,QMOF reference
qmof-dadfc08,393.1,0.76,QMOF reference
qmof-0d4a8eb,306.1,0.84,QMOF reference
qmof-5a099b5,219.9,0.55,QMOF reference
qmof-0bcdb78,268.4,0.13,QMOF reference
qmof-bafaf9d,367.6,0.29,QMOF reference
qmof-03558fb,,FAILED,QMOF reference
qmof-dd2c6cc,333.5,0.94,QMOF reference
qmof-7eaf2a6,244.8,0.9,QMOF reference
qmof-43b4e29,349.1,0.68,QMOF reference
qmof-40ec03b,317.0,0.83,QMOF reference
qmof-cf43113,346.8,0.89,QMOF reference
qmof-70d4834,394.2,0.89,QMOF reference
qmof-3dcb1ed,293.1,0.53,QMOF reference
qmof-b7213aa,,FAILED,QMOF reference
qmof-5910f14,301.7,0.94,QMOF reference
qmof-083b0f1,,FAILED,QMOF reference
qmof-d45d958,220.8,0.91,QMOF reference
qmof-63c6797,,FAILED,QMOF reference
qmof-bed947e,385.6,0.79,QMOF reference
qmof-75b0794,305.8,0.32,QMOF reference
qmof-fd71224,331.2,0.76,QMOF reference
qmof-b8bcf6c,353.8,0.48,QMOF reference
qmof-a911695,303.2,0.39,QMOF reference
qmof-44b1658,340.9,0.55,QMOF reference
qmof-62539f9,278.2,0.93,QMOF reference
qmof-9883216,379.9,0.83,QMOF reference
qmof-230167f,280.2,0.1,QMOF reference
qmof-cccbac5,352.4,0.94,QMOF reference
qmof-eb6295d,353.0,0.85,QMOF reference
qmof-33eb7e6,,FAILED,QMOF reference
qmof-b983218,356.0,0.88,QMOF reference
qmof-88883f2,319.3,0.97,QMOF reference
qmof-44e748a,374.3,0.23,QMOF reference
qmof-dc59205,228.6,0.9,QMOF reference
qmof-5a8d3cc,265.7,0.82,QMOF reference
qmof-b265206,,FAILED,QMOF reference
qmof-c2b0f64,377.5,0.78,QMOF reference
qmof-d0fbccd,94.5,0.99,QMOF reference
qmof-6d29b75,280.5,0.44,QMOF reference
qmof-f103d96,366.3,0.13,QMOF reference
qmof-aa90302,321.2,0.82,QMOF reference
qmof-2810e3c,319.7,0.76,QMOF reference
qmof-b5d466b,354.2,0.45,QMOF reference
qmof-c41123e,315.5,0.16,QMOF reference
qmof-9a71d60,347.1,0.57,QMOF reference
qmof-bcbd03e,343.0,0.4,QMOF reference
qmof-54963fa,348.1,0.73,QMOF reference
qmof-913038d,278.6,0.66,QMOF reference
qmof-9747028,323.3,0.46,QMOF reference
qmof-362afdb,212.6,0.82,QMOF reference
qmof-272c907,,FAILED,QMOF reference
qmof-fa0f884,311.6,0.92,QMOF reference
qmof-475ad16,,FAILED,QMOF reference
qmof-47ddc3f,351.4,0.3,QMOF reference
qmof-b8f1b55,268.8,0.6,QMOF reference
qmof-08f6834,,FAILED,QMOF reference
qmof-8a4c3d2,,FAILED,QMOF reference
qmof-60a69f9,296.8,0.37,QMOF reference
qmof-a730e22,375.2,0.7,QMOF reference
qmof-4ffffba,318.7,0.75,QMOF reference
qmof-343c776,355.4,0.92,QMOF reference
qmof-e1d3c58,,FAILED,QMOF reference
qmof-102839a,336.3,0.93,QMOF reference
qmof-b1cbe7a,321.4,0.12,QMOF reference
qmof-091d15e,338.9,0.92,QMOF reference
qmof-97ba46c,254.1,0.19,QMOF reference
qmof-bb763b5,343.6,0.48,QMOF reference
qmof-9bc797a,284.4,0.84,QMOF reference
qmof-1db97cf,,FAILED,QMOF reference
qmof-763d52f,290.2,0.65,QMOF reference
qmof-a84ee09,,FAILED,QMOF reference
qmof-b448093,,FAILED,QMOF reference
qmof-87eb0e6,351.5,0.54,QMOF reference
qmof-1d729c7,276.2,0.24,QMOF reference
qmof-df1934c,313.7,0.87,QMOF reference
qmof-33b7d3d,,FAILED,QMOF reference
qmof-5dacd0b,402.0,0.34,QMOF reference
qmof-38fac1e,231.5,0.21,QMOF reference
qmof-2b351d2,349.1,0.95,QMOF reference
qmof-c7f2375,308.4,0.86,QMOF reference
qmof-412a896,,FAILED,QMOF reference
qmof-75e182b,306.0,0.58,QMOF reference
qmof-a0e5516,260.0,0.93,QMOF reference
qmof-9723edf,,FAILED,QMOF reference
qmof-de13d28,360.0,0.78,QMOF reference
qmof-540738e,366.7,0.58,QMOF reference
qmof-f38c9a1,429.3,0.92,QMOF reference
qmof-3c9f875,408.9,0.72,QMOF reference
qmof-89d2f92,256.2,0.66,QMOF reference
qmof-957e074,,FAILED,QMOF reference
qmof-8f4644b,,FAILED,QMOF reference
qmof-b748dbf,201.3,0.94,QMOF reference
qmof-f5a08c4,301.6,0.86,QMOF reference
qmof-763f861,375.6,0.53,QMOF reference
qmof-b6b91b1,446.8,0.9,QMOF reference
qmof-0df8088,269.0,0.55,QMOF reference
qmof-18fb46a,313.8,0.59,QMOF reference
qmof-3a0ed8b,339.5,0.86,QMOF reference
qmof-c4528f3,392.8,0.88,QMOF reference
qmof-13f45fd,280.7,0.53,QMOF reference
qmof-ca7cf12,387.4,0.74,QMOF reference
qmof-4d1b04c,287.1,0.93,QMOF reference
qmof-b2b6f0e,365.8,0.89,QMOF reference
qmof-fa621a6,345.9,0.85,QMOF reference
qmof-5cb2fe5,391.9,0.23,QMOF reference
qmof-1a11e28,335.0,0.45,QMOF reference
qmof-ad9b461,190.1,0.92,QMOF reference
qmof-3848331,484.4,0.85,QMOF reference
qmof-93ddfc6,383.8,0.73,QMOF reference
qmof-6b02bb3,315.6,0.42,QMOF reference
qmof-65b04b3,352.4,0.85,QMOF reference
qmof-537f47f,386.6,0.41,QMOF reference
qmof-ce2d153,,FAILED,QMOF reference
qmof-4e4b76a,310.8,0.63,QMOF reference
qmof-58a8f42,365.8,0.8,QMOF reference
qmof-d851c65,306.7,0.65,QMOF reference
qmof-bc96401,,FAILED,QMOF reference
qmof-68a1a29,356.9,0.91,QMOF reference
qmof-d3f04f5,353.0,0.45,QMOF reference
qmof-068bc8e,337.4,0.53,QMOF reference
qmof-ee1da8c,283.7,0.41,QMOF reference
qmof-a7e269f,306.9,0.47,QMOF reference
qmof-b11bf9e,,FAILED,QMOF reference
qmof-a89c5d6,283.7,0.68,QMOF reference
qmof-87acc07,430.0,0.7,QMOF reference
qmof-583fba3,381.1,0.92,QMOF reference
qmof-ec5caac,342.1,0.9,QMOF reference
qmof-7ae1dee,366.7,0.29,QMOF reference
qmof-3cf1a61,330.5,0.86,QMOF reference
qmof-261bca4,320.5,0.65,QMOF reference
qmof-48ec37d,281.7,0.66,QMOF reference
qmof-f91eaa7,334.7,0.86,QMOF reference
qmof-7c8be25,325.3,0.78,QMOF reference
qmof-aae4521,268.2,0.84,QMOF reference
qmof-c624998,298.5,0.69,QMOF reference
qmof-20b1e21,283.9,0.58,QMOF reference
qmof-2563b1d,333.8,0.9,QMOF reference
qmof-15463ec,334.4,0.67,QMOF reference
qmof-82cb581,356.4,0.37,QMOF reference
qmof-d6992f4,292.9,0.68,QMOF reference
qmof-da538df,290.7,0.28,QMOF reference
qmof-5bab3c6,,FAILED,QMOF reference
qmof-2cb8e34,325.2,0.78,QMOF reference
qmof-3deb783,306.4,0.84,QMOF reference
qmof-e5dde7a,205.2,0.86,QMOF reference
qmof-2454337,,FAILED,QMOF reference
qmof-9949aa2,,FAILED,QMOF reference
qmof-079672c,346.4,0.82,QMOF reference
qmof-00aefa9,336.8,0.91,QMOF reference
qmof-12aaae7,371.4,0.93,QMOF reference
qmof-1743e6b,324.4,0.94,QMOF reference
qmof-f872600,372.4,0.68,QMOF reference
qmof-5be9b7e,356.0,0.77,QMOF reference
qmof-9074759,,FAILED,QMOF reference
qmof-0c04920,335.6,0.84,QMOF reference
qmof-bd5b750,306.4,0.74,QMOF reference
qmof-8c3516d,377.9,0.92,QMOF reference
qmof-bc76ca2,327.4,0.66,QMOF reference
qmof-97c6429,351.6,0.72,QMOF reference
qmof-741f030,334.5,0.6,QMOF reference
qmof-2c4080f,284.3,0.94,QMOF reference
qmof-572b289,378.0,0.91,QMOF reference
qmof-d589613,315.0,0.67,QMOF reference
qmof-c28f3c5,311.8,0.77,QMOF reference
qmof-94cba77,434.7,0.82,QMOF reference
qmof-17eb28a,331.7,0.95,QMOF reference
qmof-c8e0d0c,324.6,0.64,QMOF reference
qmof-00052d0,298.3,0.27,QMOF reference
qmof-a0774e6,349.3,0.95,QMOF reference
qmof-73362fd,293.4,0.35,QMOF reference
qmof-caca351,,FAILED,QMOF reference
qmof-0c41100,343.6,0.28,QMOF reference
qmof-35bc54f,344.1,0.81,QMOF reference
qmof-f031ad1,423.1,0.54,QMOF reference
qmof-af71c28,413.8,0.19,QMOF reference
qmof-dd47331,,FAILED,QMOF reference
qmof-9067258,349.3,0.96,QMOF reference
qmof-2b5499a,300.6,0.7,QMOF reference
qmof-621f980,297.3,0.62,QMOF reference
qmof-c8e8eb6,384.3,0.9,QMOF reference
qmof-8c4d2f0,392.7,0.15,QMOF reference
qmof-1f8643a,390.9,0.58,QMOF reference
qmof-46909aa,317.2,0.89,QMOF reference
qmof-5465dee,411.8,0.07,QMOF reference
qmof-b58de2b,252.1,0.62,QMOF reference
qmof-dda6765,395.1,0.72,QMOF reference
qmof-d29181f,222.1,0.89,QMOF reference
qmof-73820e5,294.2,0.87,QMOF reference
qmof-6800a56,395.2,0.48,QMOF reference
qmof-098601a,336.4,0.74,QMOF reference
qmof-dc65042,447.8,0.86,QMOF reference
qmof-20923d9,278.5,0.7,QMOF reference
qmof-309cef3,339.6,0.68,QMOF reference
qmof-dccc442,328.1,0.54,QMOF reference
qmof-14b3a73,385.3,0.54,QMOF reference
qmof-a87a11c,308.0,0.08,QMOF reference
qmof-235238b,459.0,0.02,QMOF reference
qmof-fb7e6ef,273.5,0.88,QMOF reference
qmof-f5af0e8,,FAILED,QMOF reference
qmof-fcf9e4e,375.5,0.67,QMOF reference
qmof-6c9e6ff,401.6,0.79,QMOF reference
qmof-516b44e,287.1,0.78,QMOF reference
qmof-d062e47,278.5,0.2,QMOF reference
qmof-6fe63c6,316.6,0.33,QMOF reference
qmof-0410c7c,318.5,0.84,QMOF reference
qmof-e33fab4,,FAILED,QMOF reference
qmof-92555ed,419.9,0.3,QMOF reference
qmof-4c6c409,362.8,0.77,QMOF reference
qmof-1eac763,341.7,0.4,QMOF reference
qmof-c7afe13,,FAILED,QMOF reference
qmof-177ecfa,362.1,0.22,QMOF reference
qmof-a6a11b6,397.0,0.56,QMOF reference
qmof-d932d4d,355.9,0.93,QMOF reference
qmof-6855b0e,242.1,0.74,QMOF reference
qmof-b2b8096,,FAILED,QMOF reference
qmof-4e4607a,350.9,0.06,QMOF reference
qmof-27e06c0,363.4,0.84,QMOF reference
qmof-4cc90a1,,FAILED,QMOF reference
qmof-64386ed,321.3,0.61,QMOF reference
qmof-e8abe31,,FAILED,QMOF reference
qmof-1d99f5f,420.5,0.93,QMOF reference
qmof-3b1e56c,325.8,0.57,QMOF reference
qmof-65b0473,346.7,0.44,QMOF reference
qmof-235245e,275.1,0.9,QMOF reference
qmof-a442a79,283.1,0.32,QMOF reference
qmof-9f4492d,287.8,0.57,QMOF reference
qmof-57ee22e,,FAILED,QMOF reference
qmof-61a8e50,,FAILED,QMOF reference
qmof-f943c7b,256.2,0.42,QMOF reference
qmof-0192eb2,339.1,0.94,QMOF reference
qmof-439555b,261.4,0.81,QMOF reference
qmof-c921899,381.1,0.47,QMOF reference
qmof-9902b33,,FAILED,QMOF reference
qmof-a7f15a5,310.4,0.83,QMOF reference
qmof-7b63907,326.4,0.94,QMOF reference
qmof-bd9f797,468.7,0.56,QMOF reference
qmof-ec6f717,461.6,0.04,QMOF reference
qmof-82ec815,399.3,0.39,QMOF reference
qmof-2d00fd3,311.1,0.96,QMOF reference
qmof-d8487fa,341.8,0.72,QMOF reference
qmof-b7dbb38,,FAILED,QMOF reference
qmof-e6edb02,361.1,0.84,QMOF reference
qmof-b697d31,379.7,0.67,QMOF reference
qmof-14fbfb7,372.6,0.9,QMOF reference
qmof-f85c4e7,253.0,0.71,QMOF reference
qmof-aa46702,446.5,0.86,QMOF reference
qmof-2482286,257.0,0.7,QMOF reference
qmof-fc79d47,390.7,0.85,QMOF reference
qmof-258ea8e,269.7,0.32,QMOF reference
qmof-dd8163e,278.4,0.78,QMOF reference
qmof-0fcda30,289.5,0.63,QMOF reference
qmof-3b44779,269.3,0.58,QMOF reference
qmof-91d3cdc,401.2,0.21,QMOF reference
qmof-5288dc1,358.3,0.56,QMOF reference
qmof-0725f08,,FAILED,QMOF reference
qmof-7e65c9f,412.7,0.38,QMOF reference
qmof-9a7a487,308.7,0.18,QMOF reference
qmof-94e2360,,FAILED,QMOF reference
qmof-201af6e,368.6,0.87,QMOF reference
qmof-412f4b0,367.8,0.74,QMOF reference
qmof-a879a21,274.4,0.93,QMOF reference
qmof-58ece63,374.0,0.77,QMOF reference
qmof-2e3199e,318.5,0.4,QMOF reference
qmof-a2ed5ec,267.3,0.33,QMOF reference
qmof-13889cb,419.3,0.24,QMOF reference
qmof-41c61b0,300.4,0.89,QMOF reference
qmof-77d3bda,330.3,0.84,QMOF reference
qmof-f6fab28,275.5,0.92,QMOF reference
qmof-7f7a9e4,301.4,0.59,QMOF reference
qmof-484bcbe,304.5,0.1,QMOF reference
qmof-e555160,,FAILED,QMOF reference
qmof-dcf8193,246.8,0.1,QMOF reference
qmof-90ec5b5,288.1,0.54,QMOF reference
qmof-585047f,328.7,0.55,QMOF reference
qmof-e5b6a13,205.4,0.18,QMOF reference
qmof-9cac9d3,340.6,0.83,QMOF reference
qmof-f23d0c7,,FAILED,QMOF reference
qmof-23daf81,326.2,0.25,QMOF reference
qmof-fe0852c,339.5,0.94,QMOF reference
qmof-32c9222,339.4,0.64,QMOF reference
qmof-9f78012,354.3,0.82,QMOF reference
qmof-8d71a0b,313.2,0.74,QMOF reference
qmof-30885c7,,FAILED,QMOF reference
qmof-8456d8c,342.7,0.77,QMOF reference
qmof-42ef884,260.2,0.18,QMOF reference
qmof-c32a137,238.6,0.79,QMOF reference
qmof-b405c94,298.3,0.37,QMOF reference
qmof-cbf7bfe,324.9,0.78,QMOF reference
qmof-f70c543,401.3,0.17,QMOF reference
qmof-d215bed,390.2,0.53,QMOF reference
qmof-8573227,388.3,0.47,QMOF reference
qmof-6dddf51,,FAILED,QMOF reference
qmof-3da84ce,324.0,0.77,QMOF reference
qmof-95ca2a6,330.0,0.31,QMOF reference
qmof-d9678a4,372.2,0.85,QMOF reference
qmof-a94a47b,395.3,0.85,QMOF reference
qmof-fe3c849,391.5,0.29,QMOF reference
qmof-3d9c6c0,397.3,0.78,QMOF reference
qmof-23746fb,323.8,0.08,QMOF reference
qmof-0164af1,268.1,0.15,QMOF reference
qmof-56067b5,308.4,0.59,QMOF reference
qmof-821f27d,367.9,0.92,QMOF reference
qmof-a29c6bd,247.3,0.43,QMOF reference
qmof-ad3c4dd,306.5,0.89,QMOF reference
qmof-eacfd9b,356.9,0.15,QMOF reference
qmof-a40de84,360.0,0.74,QMOF reference
