group,tsne_x,tsne_y
LLM-generated,83.299,41.3299
LLM-generated,76.0288,33.7335
LLM-generated,8.4336,50.694
LLM-generated,47.8834,80.6503
LLM-generated,49.1287,62.7737
LLM-generated,74.5561,29.4227
LLM-generated,82.9176,40.1749
LLM-generated,60.391,-8.5945
LLM-generated,92.3151,36.8431
LLM-generated,18.3883,-30.4002
LLM-generated,69.8974,55.2344
LLM-generated,49.4684,64.3091
LLM-generated,79.0631,59.9969
LLM-generated,72.0988,54.8985
LLM-generated,27.5461,89.743
LLM-generated,82.9123,40.1671
LLM-generated,-57.8728,-91.2033
LLM-generated,92.0082,-6.6807
LLM-generated,-73.4427,55.1066
LLM-generated,71.0402,14.1343
LLM-generated,65.4359,57.8473
LLM-generated,-57.9697,-91.2566
LLM-generated,98.2935,32.4567
LLM-generated,65.2294,11.4789
LLM-generated,45.7933,55.5695
LLM-generated,-58.3493,-90.8909
LLM-generated,74.7683,30.5445
LLM-generated,40.1408,35.1164
LLM-generated,14.1634,-35.5245
LLM-generated,74.4205,63.3098
LLM-generated,100.4852,5.6484
LLM-generated,37.3305,-5.607
LLM-generated,46.7787,83.7415
LLM-generated,17.5725,-30.5489
LLM-generated,15.7489,-31.0717
LLM-generated,40.3397,91.323
LLM-generated,22.4516,-32.552
LLM-generated,76.2927,77.3985
LLM-generated,56.6612,15.5534
LLM-generated,-84.5541,-10.6159
LLM-generated,64.3377,7.0292
LLM-generated,62.4688,73.6953
LLM-generated,44.3281,58.8323
LLM-generated,-67.2262,-38.648
LLM-generated,49.4664,64.3263
LLM-generated,79.9987,24.6822
LLM-generated,95.3588,32.3583
LLM-generated,29.7106,39.1587
LLM-generated,94.4488,36.6381
LLM-generated,32.7426,47.2256
LLM-generated,97.7199,20.1044
LLM-generated,99.5468,37.2458
LLM-generated,103.9866,35.9814
LLM-generated,47.3992,79.39
LLM-generated,71.282,13.538
LLM-generated,32.1123,12.7605
LLM-generated,85.2452,29.9604
LLM-generated,65.2823,30.5663
LLM-generated,72.9565,68.1704
LLM-generated,50.5703,-16.1579
LLM-generated,54.515,-25.9486
LLM-generated,29.6884,3.8751
LLM-generated,56.7553,32.1059
LLM-generated,48.8142,80.7746
LLM-generated,103.8798,39.0116
LLM-generated,35.271,22.7515
LLM-generated,48.0764,63.3591
LLM-generated,25.0314,70.1572
LLM-generated,-53.4808,30.1333
LLM-generated,-58.4093,-90.4528
LLM-generated,40.4308,96.4329
LLM-generated,22.1947,-0.8582
LLM-generated,43.8671,20.9055
LLM-generated,42.9931,22.9848
LLM-generated,53.7073,21.7119
LLM-generated,38.7512,95.8218
LLM-generated,60.387,-8.585
LLM-generated,40.5132,96.1222
LLM-generated,92.4511,36.8203
LLM-generated,103.3154,-5.4468
LLM-generated,91.5556,26.8881
LLM-generated,82.4259,68.0884
LLM-generated,27.7497,18.1862
LLM-generated,43.5145,66.8847
LLM-generated,42.3996,22.4628
LLM-generated,103.0373,-13.4984
LLM-generated,68.7196,1.7268
LLM-generated,48.2305,62.5711
LLM-generated,42.5351,65.7633
LLM-generated,74.0416,61.006
LLM-generated,42.1979,22.3154
LLM-generated,82.2806,68.1984
LLM-generated,79.2081,70.0564
LLM-generated,-58.6412,-90.8704
LLM-generated,31.5494,30.8298
LLM-generated,58.7373,14.3254
LLM-generated,43.6216,64.4358
LLM-generated,32.7217,47.2632
LLM-generated,40.5267,95.6727
LLM-generated,57.6944,59.239
LLM-generated,22.4494,-32.5543
LLM-generated,43.5168,66.8834
LLM-generated,27.5538,89.7437
LLM-generated,106.3758,38.2199
LLM-generated,41.193,11.6339
LLM-generated,42.9992,23.0282
LLM-generated,49.4509,63.3763
LLM-generated,15.5177,-31.2799
LLM-generated,42.431,22.4455
LLM-generated,41.1422,95.6814
LLM-generated,40.3606,95.7489
LLM-generated,73.68,5.4262
LLM-generated,97.7284,20.108
LLM-generated,91.9493,31.3605
LLM-generated,76.7549,53.591
LLM-generated,98.0741,14.9687
LLM-generated,88.7388,48.9621
LLM-generated,-30.5143,-12.0889
LLM-generated,95.7521,30.2835
LLM-generated,39.5599,94.766
LLM-generated,27.6014,89.7108
LLM-generated,18.4157,-30.3944
LLM-generated,-57.7358,-91.3389
LLM-generated,56.6241,33.2677
LLM-generated,22.4322,-32.5447
LLM-generated,48.1283,62.8488
LLM-generated,42.088,4.5869
LLM-generated,90.5762,33.915
LLM-generated,85.4589,29.9871
LLM-generated,44.0082,50.7836
LLM-generated,32.7083,47.6913
LLM-generated,50.6387,84.0969
LLM-generated,106.371,38.2137
LLM-generated,99.0333,29.6185
LLM-generated,28.4637,25.7516
LLM-generated,96.2007,23.4624
LLM-generated,51.7371,59.6416
LLM-generated,106.3582,38.2139
LLM-generated,91.647,27.164
LLM-generated,73.6338,54.4808
LLM-generated,40.4577,91.0453
LLM-generated,-64.0877,65.3859
LLM-generated,30.4678,55.0514
LLM-generated,27.677,18.0195
LLM-generated,79.1786,70.3199
LLM-generated,43.5648,64.3397
LLM-generated,93.1331,-6.3271
LLM-generated,102.6359,35.4323
LLM-generated,35.5608,25.1028
LLM-generated,41.3491,22.0252
LLM-generated,37.4192,36.1223
LLM-generated,66.3671,15.7413
LLM-generated,34.5919,24.7458
LLM-generated,56.9024,60.3516
LLM-generated,78.9661,70.5438
LLM-generated,78.0116,31.8402
LLM-generated,49.5693,71.3833
LLM-generated,84.0151,28.7126
LLM-generated,60.0408,18.2176
LLM-generated,65.5834,11.4872
LLM-generated,67.8775,52.4962
LLM-generated,56.851,32.095
LLM-generated,103.9545,35.9692
LLM-generated,96.3546,21.0108
LLM-generated,42.8098,54.6036
LLM-generated,23.4292,17.8456
LLM-generated,68.8622,24.7479
LLM-generated,41.1301,94.3882
LLM-generated,20.5177,-31.9845
LLM-generated,97.1786,-32.1104
LLM-generated,12.4445,-36.0882
LLM-generated,53.0126,61.3594
LLM-generated,41.8906,91.2011
LLM-generated,28.675,27.6354
LLM-generated,79.3089,36.0146
LLM-generated,-53.4797,30.1354
LLM-generated,29.4745,21.4947
LLM-generated,71.7453,6.1449
LLM-generated,31.0333,21.4203
LLM-generated,39.5426,90.1881
LLM-generated,95.9489,10.598
LLM-generated,-37.6542,-57.1861
LLM-generated,75.5894,61.0113
LLM-generated,49.2066,62.2379
LLM-generated,-16.5352,-26.3654
LLM-generated,-57.7185,-91.3597
LLM-generated,56.6093,33.1732
LLM-generated,43.7854,18.3555
LLM-generated,28.8136,25.219
LLM-generated,15.7058,-32.3392
LLM-generated,94.1752,20.7762
LLM-generated,42.8363,49.3045
LLM-generated,14.2174,-35.56
LLM-generated,69.1352,68.7951
LLM-generated,69.0448,60.0296
LLM-generated,60.008,56.1603
LLM-generated,50.3214,84.339
LLM-generated,86.6039,30.855
LLM-generated,82.2429,68.2126
LLM-generated,103.8457,38.9852
LLM-generated,27.5678,89.7372
LLM-generated,43.4822,79.0041
LLM-generated,30.184,5.8056
LLM-generated,69.7407,-17.8277
LLM-generated,59.8085,56.1032
LLM-generated,82.6812,28.2188
LLM-generated,99.0792,8.489
LLM-generated,72.0998,6.2115
LLM-generated,65.7211,28.5111
LLM-generated,82.908,40.1633
LLM-generated,67.9519,15.2186
LLM-generated,50.0499,45.7651
LLM-generated,106.3302,38.2035
LLM-generated,81.8159,19.0306
LLM-generated,7.1496,36.5971
LLM-generated,40.721,52.4396
LLM-generated,77.1726,77.7184
LLM-generated,94.4479,36.648
LLM-generated,65.1095,28.806
LLM-generated,67.8234,59.9265
LLM-generated,17.3832,-30.5734
LLM-generated,-84.563,-10.6135
LLM-generated,63.3072,48.4561
LLM-generated,82.9364,40.2057
LLM-generated,56.2597,31.0705
LLM-generated,66.793,31.1761
LLM-generated,30.4569,77.2146
LLM-generated,70.7164,56.1242
LLM-generated,39.6855,70.3903
LLM-generated,46.7575,83.6955
LLM-generated,72.1752,54.9011
LLM-generated,27.9867,24.5418
LLM-generated,31.7204,53.7335
LLM-generated,51.7281,59.576
LLM-generated,39.2452,95.7613
LLM-generated,90.788,27.3803
LLM-generated,35.7095,24.173
LLM-generated,60.395,-8.5738
LLM-generated,53.5783,78.8626
LLM-generated,106.3298,38.2576
LLM-generated,61.7286,72.1417
LLM-generated,34.8823,24.7541
LLM-generated,62.7245,65.8273
LLM-generated,14.2281,-35.5627
LLM-generated,36.8916,5.1695
LLM-generated,55.3539,20.5551
LLM-generated,31.0989,69.3187
LLM-generated,-58.1039,-91.0233
LLM-generated,54.309,71.4933
LLM-generated,65.9328,10.6106
LLM-generated,29.6744,3.8715
LLM-generated,94.1185,36.8291
LLM-generated,72.0753,-2.7014
LLM-generated,82.9068,40.1671
LLM-generated,39.4017,96.1729
LLM-generated,50.4061,-27.8743
LLM-generated,6.6012,66.9845
LLM-generated,65.1413,28.7069
LLM-generated,82.8768,40.2214
LLM-generated,34.7967,-38.2576
LLM-generated,29.7852,38.2792
LLM-generated,76.3469,77.3797
LLM-generated,48.3908,71.8664
LLM-generated,55.1979,-24.3728
LLM-generated,45.241,82.2092
LLM-generated,66.5152,30.6466
LLM-generated,53.407,30.5547
LLM-generated,43.5942,40.0025
LLM-generated,99.7978,15.6837
LLM-generated,42.0923,4.5747
LLM-generated,33.7356,7.9357
LLM-generated,82.1976,68.2251
LLM-generated,22.4326,-32.5458
LLM-generated,37.6309,18.1442
LLM-generated,35.1665,25.2737
LLM-generated,73.8989,54.2954
LLM-generated,79.2406,59.906
LLM-generated,77.9624,36.5232
LLM-generated,76.2943,77.3812
LLM-generated,35.6786,15.3887
LLM-generated,27.5957,89.725
LLM-generated,33.7611,7.9732
LLM-generated,15.7023,-32.3358
LLM-generated,81.2114,33.4481
LLM-generated,27.5805,89.7091
LLM-generated,92.2081,30.9764
LLM-generated,46.2317,82.514
LLM-generated,60.385,-8.5898
LLM-generated,75.0585,61.6528
LLM-generated,70.2605,51.4726
LLM-generated,91.8201,10.3336
LLM-generated,26.3403,89.9382
LLM-generated,94.4883,1.1847
LLM-generated,80.5403,33.2595
LLM-generated,42.5476,65.7118
LLM-generated,45.6929,-4.5129
LLM-generated,72.8516,75.3439
LLM-generated,-0.2508,0.1559
LLM-generated,34.8243,24.5752
LLM-generated,95.3977,32.3764
LLM-generated,64.1506,57.2986
LLM-generated,56.3534,-15.6344
LLM-generated,55.8105,-18.7449
LLM-generated,40.2805,33.4011
LLM-generated,81.8172,33.794
LLM-generated,43.0832,23.0812
LLM-generated,81.4584,25.2351
LLM-generated,82.2772,68.1719
LLM-generated,103.717,3.0674
LLM-generated,47.3312,35.9481
LLM-generated,33.6603,7.8292
LLM-generated,95.7576,22.9869
LLM-generated,42.5018,54.1515
LLM-generated,97.9259,-4.1944
LLM-generated,14.1684,-35.5315
LLM-generated,67.6106,31.1006
LLM-generated,40.6347,94.3369
LLM-generated,82.3972,68.125
LLM-generated,53.715,27.4404
LLM-generated,43.3958,43.9188
LLM-generated,27.3312,90.2522
LLM-generated,79.7633,35.6063
LLM-generated,54.4513,-10.9502
LLM-generated,29.6868,3.8746
LLM-generated,67.1473,68.6053
LLM-generated,47.3981,79.3965
LLM-generated,40.1245,96.5691
LLM-generated,74.1457,61.8144
LLM-generated,-57.5479,-88.6675
LLM-generated,82.9097,40.1723
LLM-generated,-23.6655,44.6572
LLM-generated,85.5928,31.3516
LLM-generated,92.7453,35.7033
LLM-generated,54.1365,30.2533
LLM-generated,44.0715,20.7565
LLM-generated,90.3347,32.6076
LLM-generated,-91.3844,10.2979
LLM-generated,74.9519,61.6679
LLM-generated,7.6121,32.0601
LLM-generated,51.669,59.5757
LLM-generated,27.75,18.1897
LLM-generated,76.3412,77.3656
LLM-generated,37.3245,93.3863
LLM-generated,82.2575,68.1916
LLM-generated,72.0933,54.911
LLM-generated,101.0527,37.9055
LLM-generated,91.6549,27.1399
LLM-generated,36.7584,65.6132
LLM-generated,82.4773,39.9235
LLM-generated,96.6477,13.9208
LLM-generated,44.8509,92.217
LLM-generated,92.0536,31.0255
LLM-generated,30.3259,77.01
LLM-generated,61.943,3.9492
LLM-generated,37.791,69.1364
LLM-generated,47.7718,80.6632
LLM-generated,36.9147,5.2018
LLM-generated,40.4499,91.0421
LLM-generated,71.8077,6.0155
LLM-generated,77.7388,72.1572
LLM-generated,36.3219,94.0217
LLM-generated,96.0628,20.8908
LLM-generated,55.4958,-18.3399
LLM-generated,50.2418,-27.4926
LLM-generated,57.7842,2.5951
LLM-generated,49.3322,63.433
LLM-generated,66.832,31.2102
LLM-generated,49.3811,62.4862
LLM-generated,39.1915,95.3139
LLM-generated,50.1137,86.9405
LLM-generated,65.1372,28.7917
LLM-generated,31.7374,67.11
LLM-generated,72.2181,54.9011
LLM-generated,94.1161,36.8278
LLM-generated,77.1672,77.714
LLM-generated,43.5407,64.2672
LLM-generated,30.1879,5.813
LLM-generated,51.7354,59.5973
LLM-generated,46.3444,78.2728
LLM-generated,49.711,62.9988
LLM-generated,43.6401,64.41
LLM-generated,90.8791,45.909
LLM-generated,95.2878,32.2368
LLM-generated,76.2841,77.3746
LLM-generated,32.1277,12.8112
LLM-generated,72.6131,19.1769
LLM-generated,38.3875,-29.0796
LLM-generated,56.7222,31.7491
LLM-generated,64.2334,4.5517
LLM-generated,104.5607,17.379
LLM-generated,78.3001,70.9288
LLM-generated,76.3035,77.3828
LLM-generated,36.0316,24.2258
LLM-generated,43.8797,65.2168
LLM-generated,56.2283,56.9465
LLM-generated,60.0245,18.2718
LLM-generated,80.8661,31.1549
LLM-generated,82.5145,51.4755
LLM-generated,29.6688,3.8754
LLM-generated,82.2965,68.1927
LLM-generated,51.7492,59.5859
LLM-generated,35.9383,24.8862
LLM-generated,49.3133,64.0046
LLM-generated,47.5515,-16.1924
LLM-generated,60.3905,-8.5687
LLM-generated,78.6391,34.8248
LLM-generated,97.7606,20.1238
LLM-generated,34.9298,24.6136
LLM-generated,-7.3249,32.2771
LLM-generated,67.1774,30.3454
LLM-generated,32.1261,33.6838
LLM-generated,103.3192,39.2185
LLM-generated,60.546,69.0247
LLM-generated,42.4556,68.2372
LLM-generated,82.2873,68.1855
LLM-generated,36.3741,24.5899
LLM-generated,40.4933,97.2892
LLM-generated,96.7692,18.3337
LLM-generated,66.5688,28.7715
LLM-generated,106.3393,38.2233
LLM-generated,57.7408,-22.4842
LLM-generated,-37.5292,-44.2937
LLM-generated,67.2035,7.9565
LLM-generated,39.7282,95.7309
LLM-generated,95.3725,32.346
LLM-generated,14.2243,-35.5668
LLM-generated,90.908,45.4438
LLM-generated,82.9172,40.1702
LLM-generated,50.3027,84.4737
LLM-generated,87.0091,0.7514
LLM-generated,51.511,85.9778
LLM-generated,58.8996,14.4619
LLM-generated,52.9105,61.6141
LLM-generated,85.3175,31.321
LLM-generated,58.967,69.7525
LLM-generated,18.3929,-30.3978
LLM-generated,41.2477,52.735
LLM-generated,48.9723,63.5026
LLM-generated,96.5483,20.0053
LLM-generated,26.6441,90.0001
LLM-generated,37.3462,73.6825
LLM-generated,35.9967,24.0863
LLM-generated,50.2702,84.4874
LLM-generated,101.9971,35.9108
LLM-generated,19.7352,-29.9408
LLM-generated,31.8798,12.1254
LLM-generated,65.3426,12.4121
LLM-generated,-57.5546,-88.6745
LLM-generated,44.1943,20.6479
LLM-generated,83.3662,-5.2546
LLM-generated,37.9291,54.4296
LLM-generated,22.4409,-32.5534
LLM-generated,77.8155,72.6508
LLM-generated,36.59,24.6253
LLM-generated,32.646,1.5334
LLM-generated,102.0895,35.754
LLM-generated,106.3741,38.2229
LLM-generated,65.2459,12.6655
LLM-generated,106.3867,38.231
LLM-generated,18.4121,-30.3915
LLM-generated,38.3494,-13.4256
LLM-generated,50.4625,71.7774
LLM-generated,51.6734,59.5632
LLM-generated,75.8282,32.1995
LLM-generated,50.3094,84.4779
LLM-generated,32.1717,51.9969
LLM-generated,82.9293,38.5722
LLM-generated,59.7234,41.4115
LLM-generated,42.8593,52.3359
LLM-generated,33.6551,7.8335
LLM-generated,74.5485,60.7802
LLM-generated,63.2803,68.1205
LLM-generated,57.4347,36.7231
LLM-generated,74.9968,61.7077
LLM-generated,62.7389,65.8408
LLM-generated,65.1077,28.8156
LLM-generated,74.2069,61.6552
LLM-generated,82.2245,68.2002
LLM-generated,43.8668,65.167
LLM-generated,81.7753,18.996
LLM-generated,51.1171,10.4945
LLM-generated,40.293,95.0987
LLM-generated,-58.1779,-91.1525
LLM-generated,60.3957,-8.5707
LLM-generated,76.1938,31.7114
LLM-generated,34.3657,24.9707
LLM-generated,83.9572,11.3807
LLM-generated,66.7107,6.6402
LLM-generated,66.2945,28.9189
LLM-generated,72.1642,75.3546
LLM-generated,94.3999,1.1878
LLM-generated,41.3745,22.0315
LLM-generated,71.754,6.1455
LLM-generated,36.1624,25.9606
LLM-generated,49.7293,73.2354
LLM-generated,49.0464,81.6564
LLM-generated,30.1857,5.807
LLM-generated,56.364,31.0621
LLM-generated,95.3937,22.2145
LLM-generated,95.2806,32.2223
LLM-generated,74.8674,29.2654
LLM-generated,59.3739,54.6232
LLM-generated,89.3264,25.8972
LLM-generated,74.5799,-0.8544
LLM-generated,38.4698,51.9973
LLM-generated,82.3698,51.5242
LLM-generated,39.1895,95.871
LLM-generated,95.3982,22.2209
LLM-generated,89.5749,16.7715
LLM-generated,53.1323,41.0608
LLM-generated,99.0783,32.1037
LLM-generated,79.4123,35.4023
LLM-generated,69.4622,-2.2105
LLM-generated,83.3122,41.4042
LLM-generated,88.1019,0.5632
LLM-generated,99.4774,14.491
LLM-generated,99.0063,32.1985
LLM-generated,95.0785,22.907
LLM-generated,96.9243,19.4757
LLM-generated,91.1875,35.5356
LLM-generated,95.9638,10.5589
LLM-generated,83.995,28.7861
LLM-generated,102.5538,-6.1032
LLM-generated,91.9747,21.0414
LLM-generated,91.2203,35.5199
LLM-generated,90.3717,1.3654
LLM-generated,71.5089,5.7517
LLM-generated,87.7147,18.0105
LLM-generated,82.4332,39.639
LLM-generated,97.4673,36.7922
LLM-generated,90.6275,0.6677
LLM-generated,91.3591,19.5559
LLM-generated,79.3091,-28.302
LLM-generated,91.4394,19.9772
LLM-generated,84.0118,28.7139
LLM-generated,84.4319,4.7192
LLM-generated,67.0543,29.7207
LLM-generated,94.603,21.8241
LLM-generated,80.2294,25.8784
LLM-generated,93.687,19.5653
LLM-generated,80.0228,35.0582
LLM-generated,98.353,14.4906
LLM-generated,88.1119,-0.4259
LLM-generated,91.9512,37.0472
LLM-generated,96.7699,37.9142
LLM-generated,90.3069,32.6522
LLM-generated,91.9273,31.3821
LLM-generated,65.1706,4.9167
LLM-generated,93.9979,37.6412
LLM-generated,83.2373,19.6722
LLM-generated,78.5287,32.6042
LLM-generated,96.1109,20.7653
LLM-generated,79.2746,-28.4848
LLM-generated,65.232,4.9434
LLM-generated,98.0786,18.5013
LLM-generated,91.4401,19.978
LLM-generated,92.0506,37.6708
LLM-generated,65.4457,11.3166
LLM-generated,50.5848,21.1184
LLM-generated,88.0774,33.6059
LLM-generated,95.3931,32.3498
LLM-generated,90.4767,1.5154
LLM-generated,80.6084,0.2141
LLM-generated,74.8453,77.6915
LLM-generated,85.1228,29.74
LLM-generated,91.5833,27.1929
LLM-generated,100.7853,38.0471
LLM-generated,81.8847,19.0715
LLM-generated,72.0517,-3.0136
LLM-generated,39.4972,40.5903
LLM-generated,88.0743,33.6
LLM-generated,77.6397,32.0178
LLM-generated,98.6569,17.6363
LLM-generated,90.7136,26.1819
LLM-generated,83.1886,50.9031
LLM-generated,93.2785,43.1464
LLM-generated,94.3027,37.9168
LLM-generated,44.8423,92.2281
LLM-generated,32.5645,-29.6128
LLM-generated,98.6605,17.6338
LLM-generated,93.9834,23.1314
LLM-generated,85.2686,-18.2715
LLM-generated,88.8157,25.1421
LLM-generated,88.2327,42.9301
LLM-generated,86.8821,24.5405
LLM-generated,72.0433,-2.7763
LLM-generated,82.0527,8.3089
LLM-generated,99.2077,2.1122
LLM-generated,70.8277,-34.1368
LLM-generated,88.9762,34.0762
LLM-generated,41.8164,-10.1845
LLM-generated,98.8372,7.2597
LLM-generated,81.449,38.9915
LLM-generated,70.7756,-34.0649
LLM-generated,98.021,21.4223
LLM-generated,56.4045,-15.3032
Diffusion Model + LLM,16.2142,47.2813
Diffusion Model + LLM,13.1992,65.2132
Diffusion Model + LLM,-22.8733,-29.3529
Diffusion Model + LLM,-47.7528,-15.5968
Diffusion Model + LLM,-65.2173,-39.5875
Diffusion Model + LLM,-17.6568,90.2704
Diffusion Model + LLM,-54.0733,60.4641
Diffusion Model + LLM,-18.4589,-9.0079
Diffusion Model + LLM,-70.1679,-17.8432
Diffusion Model + LLM,17.3166,29.7572
Diffusion Model + LLM,6.1566,-56.934
Diffusion Model + LLM,3.6299,88.6248
Diffusion Model + LLM,-15.929,23.5704
Diffusion Model + LLM,-89.2001,30.7336
Diffusion Model + LLM,5.4028,-28.0762
Diffusion Model + LLM,-27.6838,2.071
Diffusion Model + LLM,7.3644,-18.3775
Diffusion Model + LLM,-4.9277,12.6045
Diffusion Model + LLM,-1.0415,-48.5096
Diffusion Model + LLM,-14.3721,-90.9364
Diffusion Model + LLM,-17.8638,69.1997
Diffusion Model + LLM,-12.6545,74.0274
Diffusion Model + LLM,-45.0861,-26.1029
Diffusion Model + LLM,-9.7739,-17.3104
Diffusion Model + LLM,6.7846,-81.0678
Diffusion Model + LLM,10.5906,-67.8874
Diffusion Model + LLM,-6.8195,80.4859
Diffusion Model + LLM,-10.9308,-77.7155
Diffusion Model + LLM,19.3575,36.2105
Diffusion Model + LLM,-11.9935,15.9425
Diffusion Model + LLM,-70.3411,19.6471
Diffusion Model + LLM,-25.667,35.3464
Diffusion Model + LLM,-54.0826,74.762
Diffusion Model + LLM,-20.2942,49.2773
Diffusion Model + LLM,-54.7791,74.4964
Diffusion Model + LLM,17.3057,25.9402
Diffusion Model + LLM,-21.82,-73.6685
Diffusion Model + LLM,-53.5468,36.6385
Diffusion Model + LLM,-33.9724,58.0182
Diffusion Model + LLM,-45.1131,-81.5746
Diffusion Model + LLM,-14.0004,9.0574
Diffusion Model + LLM,1.6625,0.6993
Diffusion Model + LLM,-61.8672,70.1894
Diffusion Model + LLM,-94.3701,17.1538
Diffusion Model + LLM,-0.4834,-61.3126
Diffusion Model + LLM,-55.327,75.6967
Diffusion Model + LLM,-65.6744,13.4871
Diffusion Model + LLM,-39.6923,-11.6605
Diffusion Model + LLM,-69.2897,12.9047
Diffusion Model + LLM,-13.0703,-26.1195
Diffusion Model + LLM,-65.7501,2.2616
Diffusion Model + LLM,-1.0127,-31.0016
Diffusion Model + LLM,-34.7227,-54.2325
Diffusion Model + LLM,-34.4315,72.5356
Diffusion Model + LLM,-10.4738,86.8724
Diffusion Model + LLM,-41.7654,87.1906
Diffusion Model + LLM,-26.5488,-64.0136
Diffusion Model + LLM,-11.0119,-23.0249
Diffusion Model + LLM,-56.7171,70.4003
Diffusion Model + LLM,17.5595,31.69
Diffusion Model + LLM,7.8443,20.2549
Diffusion Model + LLM,-57.6928,-65.7412
Diffusion Model + LLM,-45.6508,-81.4886
Diffusion Model + LLM,-39.7976,-30.0439
Diffusion Model + LLM,-63.0471,17.4565
Diffusion Model + LLM,-56.1628,32.2635
Diffusion Model + LLM,-45.5758,-8.0608
Diffusion Model + LLM,-40.654,-27.9124
Diffusion Model + LLM,12.9008,-2.5199
Diffusion Model + LLM,-27.7298,-85.877
Diffusion Model + LLM,-74.5226,5.2331
Diffusion Model + LLM,-4.8706,30.5304
Diffusion Model + LLM,-94.4863,0.2315
Diffusion Model + LLM,-30.684,-89.8748
Diffusion Model + LLM,2.3807,-70.1215
Diffusion Model + LLM,-10.5779,-23.3451
Diffusion Model + LLM,5.0528,-15.1792
Diffusion Model + LLM,-31.9188,27.6487
Diffusion Model + LLM,-23.9969,51.5187
Diffusion Model + LLM,-37.9905,2.9177
Diffusion Model + LLM,11.318,18.3918
Diffusion Model + LLM,-7.6344,-91.9871
Diffusion Model + LLM,-25.4536,-0.1116
Diffusion Model + LLM,-50.3665,67.0826
Diffusion Model + LLM,-43.0008,-52.972
Diffusion Model + LLM,21.9263,53.1522
Diffusion Model + LLM,-15.6519,-22.1985
Diffusion Model + LLM,-55.1057,13.68
Diffusion Model + LLM,-68.3911,-35.1039
Diffusion Model + LLM,-73.4847,0.2081
Diffusion Model + LLM,-65.3619,-48.4583
Diffusion Model + LLM,-23.9655,15.8563
Diffusion Model + LLM,-2.5375,-45.7079
Diffusion Model + LLM,15.7662,13.3329
Diffusion Model + LLM,-86.1074,36.1415
Diffusion Model + LLM,-5.2323,63.129
Diffusion Model + LLM,-47.8798,-78.7516
Diffusion Model + LLM,-71.1767,16.5742
Diffusion Model + LLM,-14.9155,-64.2637
Diffusion Model + LLM,-8.8237,-57.9423
Diffusion Model + LLM,-81.0503,16.2189
Diffusion Model + LLM,0.5064,6.8505
Diffusion Model + LLM,-53.8843,62.5149
Diffusion Model + LLM,-45.3447,60.7074
Diffusion Model + LLM,-9.7973,-2.0926
Diffusion Model + LLM,-23.751,34.5173
Diffusion Model + LLM,-96.9098,26.6014
Diffusion Model + LLM,-17.8952,31.8825
Diffusion Model + LLM,16.2577,47.2379
Diffusion Model + LLM,-2.725,-51.5602
Diffusion Model + LLM,-22.9043,-76.2859
Diffusion Model + LLM,-7.1977,22.0143
Diffusion Model + LLM,4.0295,-16.3562
Diffusion Model + LLM,-82.0303,23.4027
Diffusion Model + LLM,-60.2663,70.1826
Diffusion Model + LLM,-6.5264,-94.4642
Diffusion Model + LLM,-28.9633,-60.2951
Diffusion Model + LLM,20.0286,-84.3196
Diffusion Model + LLM,-30.9917,-45.582
Diffusion Model + LLM,-25.9998,-4.6582
Diffusion Model + LLM,-87.7062,31.2741
Diffusion Model + LLM,-52.2319,78.9041
Diffusion Model + LLM,-0.1501,9.8759
Diffusion Model + LLM,-11.0217,54.5978
Diffusion Model + LLM,11.2553,85.6974
Diffusion Model + LLM,-8.3769,-77.6367
Diffusion Model + LLM,-79.5707,11.1047
Diffusion Model + LLM,-88.4213,25.6442
Diffusion Model + LLM,-67.1271,63.4687
Diffusion Model + LLM,-38.5274,84.7396
Diffusion Model + LLM,-8.8872,-45.9515
Diffusion Model + LLM,-39.4694,-62.2887
Diffusion Model + LLM,-84.7553,9.7917
Diffusion Model + LLM,14.3358,64.1651
Diffusion Model + LLM,-35.2184,54.7359
Diffusion Model + LLM,-52.3415,54.2466
Diffusion Model + LLM,-37.1744,11.8793
Diffusion Model + LLM,-35.5326,60.8024
Diffusion Model + LLM,11.5508,-95.8449
Diffusion Model + LLM,-9.8349,8.5026
Diffusion Model + LLM,4.6288,76.0368
Diffusion Model + LLM,-31.3242,-1.9837
Diffusion Model + LLM,20.4045,54.2589
Diffusion Model + LLM,-29.5114,61.6553
Diffusion Model + LLM,-10.6745,67.708
Diffusion Model + LLM,-8.7735,-77.1369
Diffusion Model + LLM,-1.4676,-6.4221
Diffusion Model + LLM,-19.8439,67.0971
Diffusion Model + LLM,-7.5708,61.7902
Diffusion Model + LLM,-62.1451,-47.1475
Diffusion Model + LLM,-73.0837,35.259
Diffusion Model + LLM,-27.6926,-68.918
Diffusion Model + LLM,-8.6061,62.1083
Diffusion Model + LLM,-70.6058,39.9387
Diffusion Model + LLM,-24.7097,78.9409
Diffusion Model + LLM,10.0435,-67.7164
Diffusion Model + LLM,-10.298,5.0943
Diffusion Model + LLM,-15.1508,48.7001
Diffusion Model + LLM,-39.3246,35.5767
Diffusion Model + LLM,-0.829,-52.156
Diffusion Model + LLM,-53.8971,45.8845
Diffusion Model + LLM,-15.5137,80.4101
Diffusion Model + LLM,-10.0813,53.3825
Diffusion Model + LLM,-64.5718,-17.4456
Diffusion Model + LLM,-18.0792,12.7042
Diffusion Model + LLM,9.1454,-56.2332
