mof_id,formula,formation_energy_eV_per_atom,energy_eV,method,space_group
C52H44N8O17Zn4-0_6-r2SCAN-D4,Zn4H44C52N8O17,-0.228314,-909.759,r2SCAN-D4,P1
C52H32N12O17Zn4-1_10-r2SCAN-D4,Zn4H32C52N12O17,-0.23955,-904.368,r2SCAN-D4,P1
C52H28N8O13Zn4-2_11-r2SCAN-D4,Zn4H28C52N8O13,-0.120437,-815.271,r2SCAN-D4,P1
C44H32N32O13Zn4-3_14-r2SCAN-D4,Zn4H32C44N32O13,-0.031132,-959.834,r2SCAN-D4,P1
C44H32N32O13Zn4-2_8-r2SCAN-D4,Zn4H32C44N32O13,-0.109583,-969.641,r2SCAN-D4,P1
C44H28N16O21Zn4-2_2-r2SCAN-D4,Zn4H28C44N16O21,-0.202611,-865.16,r2SCAN-D4,P1
C42H36N18O10Zn4-0_3-r2SCAN-D4,Zn2H18C21N9O5,-0.110981,-816.366,r2SCAN-D4,P1
C52H24N8O17Zn4-1_2-r2SCAN-D4,Zn4H24C52N8O17,-0.21519,-834.676,r2SCAN-D4,P1
C51H42N6O19Zn4-3_3-r2SCAN-D4,Zn4H42C51N6O19,-0.271224,-890.718,r2SCAN-D4,P1
C51H18N27O10Zn4-3_3-r2SCAN-D4,Zn4H18C51N27O10,0.141418,-898.89,r2SCAN-D4,P1
C48H40N12O17Zn4-0_6-r2SCAN-D4,Zn4H40C48N12O17,-0.237595,-892.677,r2SCAN-D4,P1
C56H24N16O13S8Zn4-2_9-r2SCAN-D4,Zn4H24C56S8N16O13,-0.00582108,-967.825,r2SCAN-D4,P1
C48H30N12O13Zn4-0_3-r2SCAN-D4,Zn4H30C48N12O13,-0.176958,-825.009,r2SCAN-D4,P1
C48H32N20O17Zn4-2-r2SCAN-D4,Zn4H32C48N20O17,-0.205513,-934.349,r2SCAN-D4,P1
C48H24N12O21Zn4-3-r2SCAN-D4,Zn4H24C48(N4O7)3,-0.244559,-858.558,r2SCAN-D4,P1
C48H24N12O19Zn4-2_8-r2SCAN-D4,Zn4H24C48N12O19,-0.203053,-841.986,r2SCAN-D4,P1
C48H18N12O19Zn4-0_3-r2SCAN-D4,Zn4H18C48N12O19,-0.231644,-822.914,r2SCAN-D4,P1
C42H24N6O13Zn4-0-r2SCAN-D4,Zn4H24C42N6O13,-0.26156,-693.603,r2SCAN-D4,P1
C56H16N16O9Zn4-3_2-r2SCAN-D4,Zn4H16C56N16O9,0.228886,-828.017,r2SCAN-D4,P1
C60H30N12O13Zn4-1_13-r2SCAN-D4,Zn4H30C60N12O13,-0.11876,-940.412,r2SCAN-D4,P1
C60H32N4O17Zn4-0-r2SCAN-D4,Zn4H32C60N4O17,-0.179526,-904.273,r2SCAN-D4,P1
C64H32N8O17Zn4-3_2-MACE-OMat-D3,C64H32N8O17Zn4-3_2-MACE-OMat-D3,-0.148977,-866.117,MACE-OMat-D3,P1
C60H24N4O13Zn4-3_16-MACE-OMat-D3,C60H24N4O13Zn4-3_16-MACE-OMat-D3,-0.155519,-747.924,MACE-OMat-D3,P1
C60H18N12O13S6Zn4-0_9-MACE-OMat-D3,C60H18N12O13S6Zn4-0_9-MACE-OMat-D3,-0.0551761,-809.897,MACE-OMat-D3,P1
C60H16N16O13Zn4-3_23-MACE-OMat-D3,C60H16N16O13Zn4-3_23-MACE-OMat-D3,-0.0811605,-814.627,MACE-OMat-D3,P1
C60H16N16O13Zn4-3_2-MACE-OMat-D3,C60H16N16O13Zn4-3_2-MACE-OMat-D3,-0.0818153,-814.698,MACE-OMat-D3,P1
C60H16N16O13Zn4-0_6-MACE-OMat-D3,C60H16N16O13Zn4-0_6-MACE-OMat-D3,-0.0916807,-815.773,MACE-OMat-D3,P1
C56H32N8O21Zn4-3-MACE-OMat-D3,C56H32N8O21Zn4-3-MACE-OMat-D3,-0.220157,-820.369,MACE-OMat-D3,P1
C56H32N8O13S8Zn4-0_3-MACE-OMat-D3,C56H32N8O13S8Zn4-0_3-MACE-OMat-D3,-0.12827,-802.695,MACE-OMat-D3,P1
C56H32N4O17Zn4-0_13-MACE-OMat-D3,C56H32N4O17Zn4-0_13-MACE-OMat-D3,-0.247358,-768.51,MACE-OMat-D3,P1
C56H16N12O13Zn4-2_13-MACE-OMat-D3,C56H16N12O13Zn4-2_13-MACE-OMat-D3,-0.0875907,-744.47,MACE-OMat-D3,P1
C56H16N12O13Zn4-0_9-MACE-OMat-D3,C56H16N12O13Zn4-0_9-MACE-OMat-D3,-0.0748762,-743.186,MACE-OMat-D3,P1
C54H36N6O13Zn4-2_5-MACE-OMat-D3,C54H36N6O13Zn4-2_5-MACE-OMat-D3,-0.175215,-751.84,MACE-OMat-D3,P1
C54H24N6O13Zn4-0_5-MACE-OMat-D3,C54H24N6O13Zn4-0_5-MACE-OMat-D3,-0.11444,-704.675,MACE-OMat-D3,P1
C54H24N12O13S3Zn4-0_2-MACE-OMat-D3,C54H24N12O13S3Zn4-0_2-MACE-OMat-D3,-0.116255,-768.358,MACE-OMat-D3,P1
C54H18N12O13S6Zn4-3_1-MACE-OMat-D3,C54H18N12O13S6Zn4-3_1-MACE-OMat-D3,-0.14432,-763.936,MACE-OMat-D3,P1
C52H36N4O21Zn4-1_4-MACE-OMat-D3,C52H36N4O21Zn4-1_4-MACE-OMat-D3,-0.359609,-778.622,MACE-OMat-D3,P1
C52H36N12O13Zn4-0-MACE-OMat-D3,C52H36N12O13Zn4-0-MACE-OMat-D3,-0.241443,-791.968,MACE-OMat-D3,P1
C52H28N8O13Zn4-0_6-MACE-OMat-D3,C52H28N8O13Zn4-0_6-MACE-OMat-D3,-0.217937,-727.274,MACE-OMat-D3,P1
C52H28N4O21Zn4-2_16-MACE-OMat-D3,C52H28N4O21Zn4-2_16-MACE-OMat-D3,-0.356116,-749.414,MACE-OMat-D3,P1
C52H28N12O17Zn4-3-MACE-OMat-D3,C52H28N12O17Zn4-3-MACE-OMat-D3,-0.242446,-784.958,MACE-OMat-D3,P1
C48H40N16O13Zn4-2_11-MACE-OMat-D3,C48H40N16O13Zn4-2_11-MACE-OMat-D3,-0.304093,-810.089,MACE-OMat-D3,P1
C48H40N12O17Zn4-0_7-MACE-OMat-D3,C48H40N12O17Zn4-0_7-MACE-OMat-D3,-0.333248,-800.031,MACE-OMat-D3,P1
C48H30N12O13Zn4-3_1-MACE-OMat-D3,C48H30N12O13Zn4-3_1-MACE-OMat-D3,-0.202759,-729.174,MACE-OMat-D3,P1
C48H28N4O13Zn4-3_6-MACE-OMat-D3,C48H28N4O13Zn4-3_6-MACE-OMat-D3,-0.255124,-658.981,MACE-OMat-D3,P1
C48H28N12O21Zn4-2_8-MACE-OMat-D3,C48H28N12O21Zn4-2_8-MACE-OMat-D3,-0.257874,-769.716,MACE-OMat-D3,P1
C48H27N9O13Zn4-1_7-MACE-OMat-D3,C48H27N9O13Zn4-1_7-MACE-OMat-D3,-0.211921,-694.117,MACE-OMat-D3,P1
C48H24N12O19Zn4-0_6-MACE-OMat-D3,C48H24N12O19Zn4-0_6-MACE-OMat-D3,-0.257327,-745.239,MACE-OMat-D3,P1
C48H24N12O19Zn4-0_16-MACE-OMat-D3,C48H24N12O19Zn4-0_16-MACE-OMat-D3,-0.28841,-748.564,MACE-OMat-D3,P1
C48H24N12O13Zn4-0_5-MACE-OMat-D3,C48H24N12O13Zn4-0_5-MACE-OMat-D3,-0.182479,-706.446,MACE-OMat-D3,P1
C48H16N16O17Zn4-2_3-MACE-OMat-D3,C48H16N16O17Zn4-2_3-MACE-OMat-D3,-0.162836,-731.683,MACE-OMat-D3,P1
C48H16N16O17Zn4-1_4-MACE-OMat-D3,C48H16N16O17Zn4-1_4-MACE-OMat-D3,-0.148921,-730.278,MACE-OMat-D3,P1
C45H42N6O13Zn4-1-MACE-OMat-D3,C45H42N6O13Zn4-1-MACE-OMat-D3,-0.322855,-704.266,MACE-OMat-D3,P1
C45H24N6O13Zn4-3_7-MACE-OMat-D3,C45H24N6O13Zn4-3_7-MACE-OMat-D3,-0.178078,-626.747,MACE-OMat-D3,P1
C44H32N32O13Zn4-3_1-MACE-OMat-D3,C44H32N32O13Zn4-3_1-MACE-OMat-D3,-0.179346,-866.498,MACE-OMat-D3,P1
C44H28N4O13Zn4-0_8-MACE-OMat-D3,C44H28N4O13Zn4-0_8-MACE-OMat-D3,-0.215408,-617.488,MACE-OMat-D3,P1
C42H42N12O10Zn4-3_2-MACE-OMat-D3,C42H42N12O10Zn4-3_2-MACE-OMat-D3,-0.206709,-699.129,MACE-OMat-D3,P1
C42H6N30O10Zn4-3_2-MACE-OMat-D3,C42H6N30O10Zn4-3_2-MACE-OMat-D3,0.148826,-696.127,MACE-OMat-D3,P1
C42H36N6O19Zn4-3_7-MACE-OMat-D3,C42H36N6O19Zn4-3_7-MACE-OMat-D3,-0.32199,-685.847,MACE-OMat-D3,P1
C42H24N6O13S3Zn4-1_14-MACE-OMat-D3,C42H24N6O13S3Zn4-1_14-MACE-OMat-D3,-0.252728,-618.418,MACE-OMat-D3,P1
C40H36N8O13Zn4-3_18-MACE-OMat-D3,C40H36N8O13Zn4-3_18-MACE-OMat-D3,-0.343454,-654.694,MACE-OMat-D3,P1
C40H36N4O17Zn4-1_8-MACE-OMat-D3,C40H36N4O17Zn4-1_8-MACE-OMat-D3,-0.293701,-636.083,MACE-OMat-D3,P1
C40H20N8O17Zn4-2_8-MACE-OMat-D3,C40H20N8O17Zn4-2_8-MACE-OMat-D3,-0.213039,-606.858,MACE-OMat-D3,P1
C34H22N4O11Zn4-3_13-MACE-OMat-D3,C34H22N4O11Zn4-3_13-MACE-OMat-D3,-0.230063,-493.405,MACE-OMat-D3,P1
C33H18O13Zn4-3_13-MACE-OMat-D3,C33H18O13Zn4-3_13-MACE-OMat-D3,-0.371051,-455.73,MACE-OMat-D3,P1
C24H24O16Zn4-3_14-MACE-OMat-D3,C24H24O16Zn4-3_14-MACE-OMat-D3,-0.533005,-418.298,MACE-OMat-D3,P1
C24H20N4O13Zn4-2_12-MACE-OMat-D3,C24H20N4O13Zn4-2_12-MACE-OMat-D3,-0.43607,-415.957,MACE-OMat-D3,P1
C20H16O11Zn4-3-MACE-OMat-D3,C20H16O11Zn4-3-MACE-OMat-D3,-0.416065,-315.803,MACE-OMat-D3,P1
C20H12N4O13Zn4-0_8-MACE-OMat-D3,C20H12N4O13Zn4-0_8-MACE-OMat-D3,-0.433199,-347.843,MACE-OMat-D3,P1
C18H18N6O13Zn4-0_7-MACE-OMat-D3,C18H18N6O13Zn4-0_7-MACE-OMat-D3,-0.572542,-376.426,MACE-OMat-D3,P1
C18H15N3O13Zn4-2_2-MACE-OMat-D3,C18H15N3O13Zn4-2_2-MACE-OMat-D3,-0.577337,-338.48,MACE-OMat-D3,P1
C18H12O19Zn4-1_2-MACE-OMat-D3,C18H12O19Zn4-1_2-MACE-OMat-D3,-0.754395,-342.788,MACE-OMat-D3,P1
C18H12O19Zn4-1_17-MACE-OMat-D3,C18H12O19Zn4-1_17-MACE-OMat-D3,-0.737479,-341.891,MACE-OMat-D3,P1
C56H24N16O13Zn4-3_8-MACE-OMat-D3,C56H24N16O13Zn4-3_8-MACE-OMat-D3,-0.124956,-809.072,MACE-OMat-D3,P1
C51H36O13Zn4-3_4-MACE-OMat-D3,C51H36O13Zn4-3_4-MACE-OMat-D3,-0.308317,-686.454,MACE-OMat-D3,P1
C51H18N27O10Zn4-2_3-MACE-OMat-D3,C51H18N27O10Zn4-2_3-MACE-OMat-D3,0.0108981,-805.263,MACE-OMat-D3,P1
C48H42N12O13Zn4-0_15-MACE-OMat-D3,C48H42N12O13Zn4-0_15-MACE-OMat-D3,-0.250918,-776.263,MACE-OMat-D3,P1
C48H24N6O13S6Zn4-2_7-MACE-OMat-D3,C48H24N6O13S6Zn4-2_7-MACE-OMat-D3,-0.194723,-682.388,MACE-OMat-D3,P1
C48H24N28O17Zn4-0-MACE-OMat-D3,C48H24N28O17Zn4-0-MACE-OMat-D3,-0.185882,-863.814,MACE-OMat-D3,P1
C44H20N8O13Zn4-2_17-MACE-OMat-D3,C44H20N8O13Zn4-2_17-MACE-OMat-D3,-0.203439,-622.99,MACE-OMat-D3,P1
C36H20N8O21Zn4-2_7-MACE-OMat-D3,C36H20N8O21Zn4-2_7-MACE-OMat-D3,-0.309437,-598.452,MACE-OMat-D3,P1
C36H20N4O13Zn4-2_17-MACE-OMat-D3,C36H20N4O13Zn4-2_17-MACE-OMat-D3,-0.251339,-517.301,MACE-OMat-D3,P1
C36H12N8O9S4Zn4-1_8-MACE-OMat-D3,C36H12N8O9S4Zn4-1_8-MACE-OMat-D3,0.0343909,-499.589,MACE-OMat-D3,P1
C27H24O16Zn4-1_6-r2SCAN-D4,C27H24O16Zn4-1_6-r2SCAN-D4,-0.373995,-509.179,r2SCAN-D4,P1
C24H24O13Zn4-2_2-r2SCAN-D4,C24H24O13Zn4-2_2-r2SCAN-D4,-0.487589,-466.804,r2SCAN-D4,P1
C24H20N8O17Zn4-1_12-r2SCAN-D4,C24H20N8O17Zn4-1_12-r2SCAN-D4,-0.486835,-553.315,r2SCAN-D4,P1
C44H28N16O13Zn4-1_3-MACE-OMat-D3,C44H28N16O13Zn4-1_3-MACE-OMat-D3,-0.25368,-724.227,MACE-OMat-D3,P1
C44H24N8O17Zn4-3_15-MACE-OMat-D3,C44H24N8O17Zn4-3_15-MACE-OMat-D3,-0.234448,-660.393,MACE-OMat-D3,P1
C44H24N8O17Zn4-0_14-MACE-OMat-D3,C44H24N8O17Zn4-0_14-MACE-OMat-D3,-0.247156,-661.625,MACE-OMat-D3,P1
C44H24N8O13S4Zn4-2_1-MACE-OMat-D3,C44H24N8O13S4Zn4-2_1-MACE-OMat-D3,-0.222071,-655.915,MACE-OMat-D3,P1
C18H12O19Zn4-0_16-r2SCAN-D4,C18H12O19Zn4-0_16-r2SCAN-D4,-0.774685,-409.51,r2SCAN-D4,P1
C21H18O13Zn4-1_16.0-r2SCAN-D4,C21H18O13Zn4-1_16.0-r2SCAN-D4,-0.543617,-414.761,r2SCAN-D4,P1
C36H24N6O13Zn4-0_10-r2SCAN-D4,C36H24N6O13Zn4-0_10-r2SCAN-D4,-0.28749,-634.084,r2SCAN-D4,P1
C48H27N9O13Zn4-2_1-r2SCAN-D4,C48H27N9O13Zn4-2_1-r2SCAN-D4,-0.195767,-788.023,r2SCAN-D4,P1
C44H32N8O13Zn4-2_1-r2SCAN-D4,Zn4H32C44N8O13,-0.265789,-763.161,r2SCAN-D4,P1
C44H24N8O13S4Zn4-1_3-r2SCAN-D4,Zn4H24C44S4N8O13,-0.0750348,-748.462,r2SCAN-D4,P1
C44H24N8O13S4Zn4-0_9-r2SCAN-D4,Zn4H24C44S4N8O13,-0.160286,-756.732,r2SCAN-D4,P1
C44H24N16O13Zn4-3_15-r2SCAN-D4,Zn4H24C44N16O13,-0.0875486,-790.712,r2SCAN-D4,P1
C44H20N8O13S4Zn4-2_8-r2SCAN-D4,Zn4H20C44S4N8O13,-0.112208,-737.792,r2SCAN-D4,P1
C42H24N6O13Zn4-3_4-r2SCAN-D4,Zn4H24C42N6O13,-0.261161,-693.568,r2SCAN-D4,P1
C42H24N6O13S3Zn4-0_9-r2SCAN-D4,Zn4H24C42S3N6O13,-0.235956,-716.425,r2SCAN-D4,P1
C39H33O10Zn4-2-r2SCAN-D4,Zn4H33C39O10,-0.210338,-617.105,r2SCAN-D4,P1
C36H24N6O13S3Zn4-2_14-r2SCAN-D4,Zn4H24C36S3N6O13,-0.216191,-653.207,r2SCAN-D4,P1
C36H18N6O13Zn4-2_8-r2SCAN-D4,Zn4H18C36N6O13,-0.285846,-611.491,r2SCAN-D4,P1
C34H22N8O15Zn4-2_1-r2SCAN-D4,Zn4H22C34N8O15,-0.36415,-643.443,r2SCAN-D4,P1
C24H24N12O13Zn4-3_5-r2SCAN-D4,Zn4H24C24N12O13,-0.430382,-578.064,r2SCAN-D4,P1
C28H24N16O13Zn4-0_6-r2SCAN-D4,Zn4H24C28N16O13,-0.324989,-649.221,r2SCAN-D4,P1
C30H18N6O19Zn4-2_3-r2SCAN-D4,Zn4H18C30N6O19,-0.419447,-596.602,r2SCAN-D4,P1
C56H16N12O13Zn4-3_13-r2SCAN-D4,Zn4H16C56N12O13,-0.0687992,-844.763,r2SCAN-D4,P1
C36H12N27O13Zn4-2_7-r2SCAN-D4,Zn4H12C36N27O13,0.028444,-758.295,r2SCAN-D4,P1
C64H24N16O13Zn4-0_8-r2SCAN-D4,Zn4H24C64N16O13,-0.0237698,-985.086,r2SCAN-D4,P1
C64H20N16O13Zn4-0-r2SCAN-D4,Zn4H20C64N16O13,0.00665269,-967.604,r2SCAN-D4,P1
C64H24N16O13Zn4-2_1-r2SCAN-D4,Zn4H24C64N16O13,0.0124169,-980.708,r2SCAN-D4,P1
C56H40N4O13Zn4-3_12-r2SCAN-D4,Zn4H40C56N4O13,-0.179155,-868.533,r2SCAN-D4,P1
C60H18N12O13S6Zn4-0_5-r2SCAN-D4,Zn4H18C60S6N12O13,0.0959784,-922.735,r2SCAN-D4,P1
C56H36N12O5Zn4-2-r2SCAN-D4,Zn4H36C56N12O5,0.154244,-842.955,r2SCAN-D4,P1
C56H32N8O17S4Zn4-0_10-r2SCAN-D4,Zn4H32C56S4N8O17,-0.0832974,-922.407,r2SCAN-D4,P1
C56H24N16O17Zn4-2_3-r2SCAN-D4,Zn4H24C56N16O17,-0.0961675,-936.609,r2SCAN-D4,P1
C54H30N6O13Zn4-3_1-r2SCAN-D4,Zn4H30C54N6O13,-0.194014,-832.03,r2SCAN-D4,P1
C54H36N18O13Zn4-2_5-r2SCAN-D4,Zn4H36C54N18O13,-0.0928558,-953.432,r2SCAN-D4,P1
C54H36N12O13Zn4-2_14-r2SCAN-D4,Zn4H36C54N12O13,-0.14709,-904.422,r2SCAN-D4,P1
C54H24N12O13S3Zn4-0_14-r2SCAN-D4,Zn4H24C54S3N12O13,-0.0795008,-878.573,r2SCAN-D4,P1
C54H18N12O19Zn4-1_1-r2SCAN-D4,Zn4H18C54N12O19,-0.167675,-877.561,r2SCAN-D4,P1
C52H44N8O17Zn4-1_14-r2SCAN-D4,Zn4H44C52N8O17,-0.240743,-911.313,r2SCAN-D4,P1
C54H18N12O13S6Zn4-0_14-r2SCAN-D4,Zn4H18C54S6N12O13,-0.0478431,-878.598,r2SCAN-D4,P1
C44H36N16O13Zn4-0_9-r2SCAN-D4,Zn4H36C44N16O13,-0.210235,-847.109,r2SCAN-D4,P1
C44H32N32O13Zn4-2_2-r2SCAN-D4,Zn4H32C44N32O13,-0.0897339,-967.16,r2SCAN-D4,P1
C40H36N8O15Zn4-1_16-r2SCAN-D4,Zn4H36C40N8O15,-0.312073,-753.861,r2SCAN-D4,P1
C39H36N12O13Zn4-2_15-r2SCAN-D4,Zn4H36C39N12O13,-0.27209,-764.961,r2SCAN-D4,P1
C39H36N12O13Zn4-3_18-r2SCAN-D4,Zn4H36C39N12O13,-0.282714,-766.065,r2SCAN-D4,P1
C52H24N8O17Zn4-0_13-r2SCAN-D4,Zn4H24C52N8O17,-0.160345,-828.917,r2SCAN-D4,P1
C52H28N4O21Zn4-2_12-r2SCAN-D4,Zn4H28C52N4O21,-0.3063,-845.975,r2SCAN-D4,P1
C52H28N4O21Zn4-2_14-r2SCAN-D4,Zn4H28C52N4O21,-0.25695,-840.596,r2SCAN-D4,P1
C52H24N16O13Zn4-1_14-r2SCAN-D4,Zn4H24C52N16O13,-0.0634104,-868.918,r2SCAN-D4,P1
C50H34N6O13Zn4-0_8-r2SCAN-D4,Zn4H34C50N6O13,-0.175759,-803.836,r2SCAN-D4,P1
C48H40N16O13Zn4-3_1-r2SCAN-D4,Zn4H40C48N16O13,-0.229159,-904.977,r2SCAN-D4,P1
C48H36N6O13Zn4-2_4-r2SCAN-D4,Zn4H36C48N6O13,-0.243211,-797.933,r2SCAN-D4,P1
C48H40N12O17Zn4-0_10-r2SCAN-D4,Zn4H40C48N12O17,-0.256119,-894.919,r2SCAN-D4,P1
C48H40N12O17Zn4-0_7-r2SCAN-D4,Zn4H40C48N12O17,-0.279803,-897.784,r2SCAN-D4,P1
C48H36N12O13S4Zn4-2_2-r2SCAN-D4,Zn4H36C48S4N12O13,-0.200822,-882.836,r2SCAN-D4,P1
C48H36N12O13S4Zn4-1_5-r2SCAN-D4,Zn4H36C48S4N12O13,-0.136275,-875.284,r2SCAN-D4,P1
C54H24N6O10S6Zn4-3_1-r2SCAN-D4,Zn2H12C27S3N3O5,0.0235658,-819.4,r2SCAN-D4,P1
C52H32N8O17Zn4-1_8-r2SCAN-D4,Zn4H32C52N8O17,-0.199426,-862.271,r2SCAN-D4,P1
C48H28N12O21Zn4-2_6-r2SCAN-D4,Zn4H28C48(N4O7)3,-0.209738,-869.429,r2SCAN-D4,P1
C48H24N6O13S9Zn4-2-r2SCAN-D4,Zn4H24C48S9N6O13,-0.0679001,-810.666,r2SCAN-D4,P1
C48H24N16O13S8Zn4-0_9-r2SCAN-D4,Zn4H24C48S8N16O13,-0.0738025,-895.324,r2SCAN-D4,P1
C48H24N12O19Zn4-0_12-r2SCAN-D4,Zn4H24C48N12O19,-0.241054,-846.052,r2SCAN-D4,P1
C44H40N24O13Zn4-1_7-r2SCAN-D4,Zn4H40C44N24O13,-0.189959,-934.134,r2SCAN-D4,P1
C60H32N8O17Zn4-3_1-r2SCAN-D4,Zn4H32C60N8O17,-0.118675,-934.232,r2SCAN-D4,P1
C64H24N16O13Zn4-3_9-MACE-OMat-D3,C64H24N16O13Zn4-3_9-MACE-OMat-D3,-0.102113,-880.864,MACE-OMat-D3,P1
C64H24N16O13Zn4-3_14-MACE-OMat-D3,C64H24N16O13Zn4-3_14-MACE-OMat-D3,-0.0999209,-880.599,MACE-OMat-D3,P1
C60H30N6O25Zn4-2_3-MACE-OMat-D3,C60H30N6O25Zn4-2_3-MACE-OMat-D3,-0.263919,-860.114,MACE-OMat-D3,P1
C60H28N8O17Zn4-1_4-MACE-OMat-D3,C60H28N8O17Zn4-1_4-MACE-OMat-D3,-0.163488,-816.869,MACE-OMat-D3,P1
C60H24N12O13S6Zn4-2_4-MACE-OMat-D3,C60H24N12O13S6Zn4-2_4-MACE-OMat-D3,-0.0528849,-829.418,MACE-OMat-D3,P1
C60H16N16O13Zn4-3_17-MACE-OMat-D3,C60H16N16O13Zn4-3_17-MACE-OMat-D3,-0.0739295,-813.839,MACE-OMat-D3,P1
C60H16N16O13Zn4-3_4-MACE-OMat-D3,C60H16N16O13Zn4-3_4-MACE-OMat-D3,-0.018007,-807.743,MACE-OMat-D3,P1
C60H16N16O13Zn4-3-MACE-OMat-D3,C60H16N16O13Zn4-3-MACE-OMat-D3,-0.0767952,-814.151,MACE-OMat-D3,P1
C60H16N16O13Zn4-1_6-MACE-OMat-D3,C60H16N16O13Zn4-1_6-MACE-OMat-D3,-0.0897771,-815.566,MACE-OMat-D3,P1
C56H8N40O13Zn4-2_7-MACE-OMat-D3,C56H8N40O13Zn4-2_7-MACE-OMat-D3,0.118001,-929.044,MACE-OMat-D3,P1
C56H32O17S4Zn4-3_7-MACE-OMat-D3,C56H32O17S4Zn4-3_7-MACE-OMat-D3,-0.269857,-754.189,MACE-OMat-D3,P1
C56H28N16O9Zn4-3_3-MACE-OMat-D3,C56H28N16O9Zn4-3_3-MACE-OMat-D3,-0.0275085,-791.243,MACE-OMat-D3,P1
C56H16N12O13Zn4-2_10-MACE-OMat-D3,C56H16N12O13Zn4-2_10-MACE-OMat-D3,-0.0939994,-745.117,MACE-OMat-D3,P1
C54H30N6O13Zn4-1_5-MACE-OMat-D3,C54H30N6O13Zn4-1_5-MACE-OMat-D3,-0.191175,-733.034,MACE-OMat-D3,P1
C54H18N12O19Zn4-3_14-MACE-OMat-D3,C54H18N12O19Zn4-3_14-MACE-OMat-D3,-0.246583,-779.794,MACE-OMat-D3,P1
C54H18N12O13S6Zn4-0_16-MACE-OMat-D3,C54H18N12O13S6Zn4-0_16-MACE-OMat-D3,-0.0786869,-756.913,MACE-OMat-D3,P1
C52H44N8O17Zn4-0_8-MACE-OMat-D3,C52H44N8O17Zn4-0_8-MACE-OMat-D3,-0.260154,-808.603,MACE-OMat-D3,P1
C52H32N8O13Zn4-2-MACE-OMat-D3,C52H32N8O13Zn4-2-MACE-OMat-D3,-0.243571,-743.915,MACE-OMat-D3,P1
C52H24N8O17Zn4-0_9-MACE-OMat-D3,C52H24N8O17Zn4-0_9-MACE-OMat-D3,-0.244404,-736.871,MACE-OMat-D3,P1
C52H24N8O17Zn4-0_19-MACE-OMat-D3,C52H24N8O17Zn4-0_19-MACE-OMat-D3,-0.233532,-735.729,MACE-OMat-D3,P1
C48H36N6O13Zn4-2_18-MACE-OMat-D3,C48H36N6O13Zn4-2_18-MACE-OMat-D3,-0.263282,-705.044,MACE-OMat-D3,P1
C48H36N6O13S3Zn4-3_5-MACE-OMat-D3,C48H36N6O13S3Zn4-3_5-MACE-OMat-D3,-0.244272,-716.129,MACE-OMat-D3,P1
C48H32N8O13Zn4-3_11-MACE-OMat-D3,C48H32N8O13Zn4-3_11-MACE-OMat-D3,-0.271426,-709.087,MACE-OMat-D3,P1
C48H28N12O21Zn4-3-MACE-OMat-D3,C48H28N12O21Zn4-3-MACE-OMat-D3,-0.267949,-770.854,MACE-OMat-D3,P1
C48H28N12O21Zn4-2_5-MACE-OMat-D3,C48H28N12O21Zn4-2_5-MACE-OMat-D3,-0.306949,-775.261,MACE-OMat-D3,P1
C48H24N8O17S8Zn4-3_10-MACE-OMat-D3,C48H24N8O17S8Zn4-3_10-MACE-OMat-D3,-0.199102,-729.162,MACE-OMat-D3,P1
C48H24N12O13Zn4-0_4-MACE-OMat-D3,C48H24N12O13Zn4-0_4-MACE-OMat-D3,-0.120915,-700.228,MACE-OMat-D3,P1
C48H18N12O19Zn4-3_5-MACE-OMat-D3,C48H18N12O19Zn4-3_5-MACE-OMat-D3,-0.285727,-727.101,MACE-OMat-D3,P1
C45H33N6O13Zn4-0_10-MACE-OMat-D3,C45H33N6O13Zn4-0_10-MACE-OMat-D3,-0.282918,-668.133,MACE-OMat-D3,P1
C44H40N8O13Zn4-1_8-MACE-OMat-D3,C44H40N8O13Zn4-1_8-MACE-OMat-D3,-0.259284,-698.021,MACE-OMat-D3,P1
C44H28N4O13Zn4-1_7-MACE-OMat-D3,C44H28N4O13Zn4-1_7-MACE-OMat-D3,-0.237525,-619.545,MACE-OMat-D3,P1
C42H30N12O16Zn4-3_2-MACE-OMat-D3,C42H30N12O16Zn4-3_2-MACE-OMat-D3,-0.379304,-706.602,MACE-OMat-D3,P1
C42H24N6O13Zn4-0_8-MACE-OMat-D3,C42H24N6O13Zn4-0_8-MACE-OMat-D3,-0.258209,-605.761,MACE-OMat-D3,P1
C42H24N6O13S3Zn4-1_10-MACE-OMat-D3,C42H24N6O13S3Zn4-1_10-MACE-OMat-D3,-0.256148,-618.732,MACE-OMat-D3,P1
C42H24N6O10S6Zn4-1_4-MACE-OMat-D3,C42H24N6O10S6Zn4-1_4-MACE-OMat-D3,-0.137041,-605.316,MACE-OMat-D3,P1
C42H18N24O10Zn4-1_2-MACE-OMat-D3,C42H18N24O10Zn4-1_2-MACE-OMat-D3,-0.0453432,-703.12,MACE-OMat-D3,P1
C40H24O13Zn4-1_4-MACE-OMat-D3,C40H24O13Zn4-1_4-MACE-OMat-D3,-0.358809,-543.387,MACE-OMat-D3,P1
C40H24N8O13Zn4-0_16-MACE-OMat-D3,C40H24N8O13Zn4-0_16-MACE-OMat-D3,-0.200949,-598.965,MACE-OMat-D3,P1
C40H20N4O17Zn4-0_12-MACE-OMat-D3,C40H20N4O17Zn4-0_12-MACE-OMat-D3,-0.29693,-579.758,MACE-OMat-D3,P1
