mof_id,formula,formation_energy_eV_per_atom,energy_eV,method,space_group
C56H36N8O13Zn4-2_11-r2SCAN-D4,Zn4H36C56N8O13,-0.107303,-882.903,r2SCAN-D4,P1
C56H8N40O13Zn4-2-r2SCAN-D4,Zn4H8C56N40O13,0.197869,-1042.45,r2SCAN-D4,P1
C56H32N8O21Zn4-0_10-r2SCAN-D4,Zn4H32C56N8O21,-0.249912,-933.328,r2SCAN-D4,P1
C56H24N16O17Zn4-1_9-r2SCAN-D4,Zn4H24C56N16O17,-0.0911997,-936.028,r2SCAN-D4,P1
C56H20N12O13Zn4-2_7-r2SCAN-D4,Zn4H20C56N12O13,-0.0729235,-859.299,r2SCAN-D4,P1
C56H20N12O13Zn4-3_12-r2SCAN-D4,Zn4H20C56N12O13,-0.0863312,-860.707,r2SCAN-D4,P1
C56H24N12O21Zn4-3-r2SCAN-D4,Zn4H24C56(N4O7)3,-0.194336,-934.775,r2SCAN-D4,P1
C56H24N12O21Zn4-1_9-r2SCAN-D4,Zn4H24C56(N4O7)3,-0.140725,-928.502,r2SCAN-D4,P1
C54H39N9O16Zn4-0_10-r2SCAN-D4,Zn4H39C54N9O16,-0.234814,-915.946,r2SCAN-D4,P1
C54H18N12O19Zn4-0_15-r2SCAN-D4,Zn4H18C54N12O19,-0.142364,-874.853,r2SCAN-D4,P1
C44H36N16O13Zn4-3_14-r2SCAN-D4,Zn4H36C44N16O13,-0.22549,-848.833,r2SCAN-D4,P1
C44H32N32O13Zn4-2_7-r2SCAN-D4,Zn4H32C44N32O13,-0.070259,-964.725,r2SCAN-D4,P1
C40H36N8O15Zn4-3-r2SCAN-D4,Zn4H36C40N8O15,-0.28563,-751.138,r2SCAN-D4,P1
C40H40N16O25Zn4-3_13-r2SCAN-D4,Zn4H40C40N16O25,-0.405425,-917.642,r2SCAN-D4,P1
C52H28N20O5Zn4-3-r2SCAN-D4,Zn4H28C52(N4O)5,0.220438,-841.842,r2SCAN-D4,P1
C52H28N4O21Zn4-2_5-r2SCAN-D4,Zn4H28C52N4O21,-0.34168,-849.831,r2SCAN-D4,P1
C52H24N16O13Zn4-1_10-r2SCAN-D4,Zn4H24C52N16O13,-0.0950282,-872.364,r2SCAN-D4,P1
C52H24N16O13Zn4-2_3-r2SCAN-D4,Zn4H24C52N16O13,-0.0746127,-870.139,r2SCAN-D4,P1
C52H24N16O13Zn4-0_15-r2SCAN-D4,Zn4H24C52N16O13,-0.0770767,-870.407,r2SCAN-D4,P1
C48H32N8O13Zn4-2_6-r2SCAN-D4,Zn4H32C48N8O13,-0.190346,-796.371,r2SCAN-D4,P1
C48H36N12O13S4Zn4-1-r2SCAN-D4,Zn4H36C48S4N12O13,-0.195127,-882.17,r2SCAN-D4,P1
C48H28N12O17Zn4-2_2-r2SCAN-D4,Zn4H28C48N12O17,-0.158903,-839.765,r2SCAN-D4,P1
C48H28N12O17Zn4-2_16-r2SCAN-D4,Zn4H28C48N12O17,-0.201651,-844.425,r2SCAN-D4,P1
C48H24N8O17S4Zn4-0_16-r2SCAN-D4,Zn4H24C48S4N8O17,-0.199571,-825.491,r2SCAN-D4,P1
C48H24N6O19S6Zn4-2_10-r2SCAN-D4,Zn4H24C48S6N6O19,-0.168907,-832.211,r2SCAN-D4,P1
C48H24N6O13S9Zn4-0_6-r2SCAN-D4,Zn4H24C48S9N6O13,-0.137082,-817.861,r2SCAN-D4,P1
C48H24N24O10Zn4-3_9-r2SCAN-D4,Zn2H12C24N12O5,0.0168899,-875.826,r2SCAN-D4,P1
C48H24N24O10Zn4-1_3-r2SCAN-D4,Zn2H12C24N12O5,0.0327339,-874.083,r2SCAN-D4,P1
C48H24N12O21Zn4-3_9-r2SCAN-D4,Zn4H24C48(N4O7)3,-0.223991,-856.316,r2SCAN-D4,P1
C48H24N12O21Zn4-0_6-r2SCAN-D4,Zn4H24C48(N4O7)3,-0.209964,-854.787,r2SCAN-D4,P1
C48H24N16O9S8Zn4-6-r2SCAN-D4,Zn4H24C48S8N16O9,0.120288,-850.589,r2SCAN-D4,P1
C46H30N8O15Zn4-0_2-r2SCAN-D4,Zn4H30C46N8O15,-0.259948,-787.853,r2SCAN-D4,P1
C60H30N12O13Zn4-1_15-r2SCAN-D4,Zn4H30C60N12O13,-0.0713738,-934.773,r2SCAN-D4,P1
C64H32N8O13Zn4-1-MACE-OMat-D3,C64H32N8O13Zn4-1-MACE-OMat-D3,-0.159074,-846.95,MACE-OMat-D3,P1
C64H24N16O13Zn4-2_13-MACE-OMat-D3,C64H24N16O13Zn4-2_13-MACE-OMat-D3,-0.0748281,-877.563,MACE-OMat-D3,P1
C60H40N4O17Zn4-0_3-MACE-OMat-D3,C60H40N4O17Zn4-0_3-MACE-OMat-D3,-0.219983,-830.785,MACE-OMat-D3,P1
C60H36N4O5Zn4-3_1-MACE-OMat-D3,C60H36N4O5Zn4-3_1-MACE-OMat-D3,0.0523616,-725.227,MACE-OMat-D3,P1
C60H24N12O17Zn4-3_1-MACE-OMat-D3,C60H24N12O17Zn4-3_1-MACE-OMat-D3,-0.131648,-833.547,MACE-OMat-D3,P1
C60H16N16O13Zn4-1_14-MACE-OMat-D3,C60H16N16O13Zn4-1_14-MACE-OMat-D3,-0.0852428,-815.072,MACE-OMat-D3,P1
C56H36N8O13Zn4-3-MACE-OMat-D3,C56H36N8O13Zn4-3-MACE-OMat-D3,-0.179478,-788.119,MACE-OMat-D3,P1
C56H36N12O13Zn4-3_7-MACE-OMat-D3,C56H36N12O13Zn4-3_7-MACE-OMat-D3,-0.151532,-818.833,MACE-OMat-D3,P1
C56H24N8O13S8Zn4-2_8-MACE-OMat-D3,C56H24N8O13S8Zn4-2_8-MACE-OMat-D3,-0.0923118,-771.656,MACE-OMat-D3,P1
C54H42O25Zn4-2_4-MACE-OMat-D3,C54H42O25Zn4-2_4-MACE-OMat-D3,-0.427785,-814.286,MACE-OMat-D3,P1
C54H24N12O19Zn4-0_3-MACE-OMat-D3,C54H24N12O19Zn4-0_3-MACE-OMat-D3,-0.220216,-797.757,MACE-OMat-D3,P1
C54H18N12O19Zn4-0_2-MACE-OMat-D3,C54H18N12O19Zn4-0_2-MACE-OMat-D3,-0.213808,-776.288,MACE-OMat-D3,P1
C52H24N8O17Zn4-1_8-MACE-OMat-D3,C52H24N8O17Zn4-1_8-MACE-OMat-D3,-0.172807,-729.353,MACE-OMat-D3,P1
C48H40N8O13Zn4-0_6-MACE-OMat-D3,C48H40N8O13Zn4-0_6-MACE-OMat-D3,-0.242266,-733.913,MACE-OMat-D3,P1
C48H40N12O17Zn4-2_4-MACE-OMat-D3,C48H40N12O17Zn4-2_4-MACE-OMat-D3,-0.287195,-794.459,MACE-OMat-D3,P1
C48H36N12O13S4Zn4-2_14-MACE-OMat-D3,C48H36N12O13S4Zn4-2_14-MACE-OMat-D3,-0.26728,-774.728,MACE-OMat-D3,P1
C48H30N12O13Zn4-3_4-MACE-OMat-D3,C48H30N12O13Zn4-3_4-MACE-OMat-D3,-0.25046,-734.278,MACE-OMat-D3,P1
C48H30N12O13Zn4-3_7-MACE-OMat-D3,C48H30N12O13Zn4-3_7-MACE-OMat-D3,-0.185518,-727.329,MACE-OMat-D3,P1
C48H28N12O17Zn4-0_10-MACE-OMat-D3,C48H28N12O17Zn4-0_10-MACE-OMat-D3,-0.206505,-743.292,MACE-OMat-D3,P1
C48H27N9O13Zn4-2_13-MACE-OMat-D3,C48H27N9O13Zn4-2_13-MACE-OMat-D3,-0.219051,-694.838,MACE-OMat-D3,P1
C48H24N8O13S8Zn4-2_8-MACE-OMat-D3,C48H24N8O13S8Zn4-2_8-MACE-OMat-D3,-0.16285,-704.767,MACE-OMat-D3,P1
C48H24N8O13S8Zn4-2_1-MACE-OMat-D3,C48H24N8O13S8Zn4-2_1-MACE-OMat-D3,-0.141234,-702.497,MACE-OMat-D3,P1
C48H24N6O13Zn4-2_6-MACE-OMat-D3,C48H24N6O13Zn4-2_6-MACE-OMat-D3,-0.195046,-656.478,MACE-OMat-D3,P1
C48H18N12O19Zn4-2-MACE-OMat-D3,C48H18N12O19Zn4-2-MACE-OMat-D3,-0.24147,-722.631,MACE-OMat-D3,P1
C46H30N8O15Zn4-0_16-MACE-OMat-D3,C46H30N8O15Zn4-0_16-MACE-OMat-D3,-0.272381,-693.662,MACE-OMat-D3,P1
C44H36N16O13Zn4-3_14-MACE-OMat-D3,C44H36N16O13Zn4-3_14-MACE-OMat-D3,-0.292445,-756.587,MACE-OMat-D3,P1
C42H30N6O19Zn4-3_2-MACE-OMat-D3,C42H30N6O19Zn4-3_2-MACE-OMat-D3,-0.297108,-661.939,MACE-OMat-D3,P1
C42H24N6O13S3Zn4-0_1-MACE-OMat-D3,C42H24N6O13S3Zn4-0_1-MACE-OMat-D3,-0.258876,-618.983,MACE-OMat-D3,P1
C40H44N20O13Zn4-3-MACE-OMat-D3,C40H44N20O13Zn4-3-MACE-OMat-D3,-0.289598,-781.132,MACE-OMat-D3,P1
C40H24N8O25Zn4-2_13-MACE-OMat-D3,C40H24N8O25Zn4-2_13-MACE-OMat-D3,-0.508876,-691.854,MACE-OMat-D3,P1
C40H16N24O25Zn4-3_12-MACE-OMat-D3,C40H16N24O25Zn4-3_12-MACE-OMat-D3,-0.205504,-770.421,MACE-OMat-D3,P1
C39H36N12O13Zn4-2-MACE-OMat-D3,C39H36N12O13Zn4-2-MACE-OMat-D3,-0.288078,-674.149,MACE-OMat-D3,P1
C34H22N8O15Zn4-0_9-MACE-OMat-D3,C34H22N8O15Zn4-0_9-MACE-OMat-D3,-0.338559,-557.421,MACE-OMat-D3,P1
C33H30N15O13Zn4-2_15-MACE-OMat-D3,C33H30N15O13Zn4-2_15-MACE-OMat-D3,-0.349157,-627.762,MACE-OMat-D3,P1
C32H24N8O17Zn4-3_11-MACE-OMat-D3,C32H24N8O17Zn4-3_11-MACE-OMat-D3,-0.445425,-565.177,MACE-OMat-D3,P1
C30H18N24O13Zn4-3_1-MACE-OMat-D3,C30H18N24O13Zn4-3_1-MACE-OMat-D3,-0.195565,-620.59,MACE-OMat-D3,P1
C28H20N12O25Zn4-2-MACE-OMat-D3,C28H20N12O25Zn4-2-MACE-OMat-D3,-0.405678,-586.631,MACE-OMat-D3,P1
C28H16N4O9Zn4-1_3-MACE-OMat-D3,C28H16N4O9Zn4-1_3-MACE-OMat-D3,-0.000726395,-391.668,MACE-OMat-D3,P1
C27H15N3O13S6Zn4-1_8-MACE-OMat-D3,C27H15N3O13S6Zn4-1_8-MACE-OMat-D3,-0.337204,-438.335,MACE-OMat-D3,P1
C24H20N8O17Zn4-0_4-MACE-OMat-D3,C24H20N8O17Zn4-0_4-MACE-OMat-D3,-0.543109,-480.43,MACE-OMat-D3,P1
C24H15O13Zn4-1_8-MACE-OMat-D3,C24H15O13Zn4-1_8-MACE-OMat-D3,-0.489523,-365.429,MACE-OMat-D3,P1
C21H18O13Zn4-3_7-MACE-OMat-D3,C21H18O13Zn4-3_7-MACE-OMat-D3,-0.525488,-349.59,MACE-OMat-D3,P1
C18H18N6O13Zn4-0_15-MACE-OMat-D3,C18H18N6O13Zn4-0_15-MACE-OMat-D3,-0.566009,-376.041,MACE-OMat-D3,P1
C18H18N6O13Zn4-0_12-MACE-OMat-D3,C18H18N6O13Zn4-0_12-MACE-OMat-D3,-0.577079,-376.694,MACE-OMat-D3,P1
C18H12O19Zn4-0-MACE-OMat-D3,C18H12O19Zn4-0-MACE-OMat-D3,-0.738418,-341.941,MACE-OMat-D3,P1
C20H12O15Zn4-1_15.0-r2SCAN-D4,C20H12O15Zn4-1_15.0-r2SCAN-D4,-0.574266,-394.489,r2SCAN-D4,P1
C18H14O11S4Zn4-2_13-r2SCAN-D4,C18H14O11S4Zn4-2_13-r2SCAN-D4,-0.360542,-379.709,r2SCAN-D4,P1
C56H24N16O17Zn4-2_2-MACE-OMat-D3,C56H24N16O17Zn4-2_2-MACE-OMat-D3,-0.13157,-830.138,MACE-OMat-D3,P1
C56H24N16O13Zn4-2_14-MACE-OMat-D3,C56H24N16O13Zn4-2_14-MACE-OMat-D3,-0.106555,-806.992,MACE-OMat-D3,P1
C56H24N16O13Zn4-1_7-MACE-OMat-D3,C56H24N16O13Zn4-1_7-MACE-OMat-D3,-0.0402921,-799.505,MACE-OMat-D3,P1
C56H24N16O13S8Zn4-1_9-MACE-OMat-D3,C56H24N16O13S8Zn4-1_9-MACE-OMat-D3,-0.119886,-842.488,MACE-OMat-D3,P1
C56H24N12O21Zn4-1_12-MACE-OMat-D3,C56H24N12O21Zn4-1_12-MACE-OMat-D3,-0.213855,-826.179,MACE-OMat-D3,P1
C56H20N12O13Zn4-2_4-MACE-OMat-D3,C56H20N12O13Zn4-2_4-MACE-OMat-D3,-0.109795,-760.127,MACE-OMat-D3,P1
C56H20N12O13Zn4-2_15-MACE-OMat-D3,C56H20N12O13Zn4-2_15-MACE-OMat-D3,-0.142144,-763.523,MACE-OMat-D3,P1
C51H42N6O19Zn4-3_15-MACE-OMat-D3,C51H42N6O19Zn4-3_15-MACE-OMat-D3,-0.300508,-790.27,MACE-OMat-D3,P1
C48H40N8O17Zn4-3_10-MACE-OMat-D3,C48H40N8O17Zn4-3_10-MACE-OMat-D3,-0.292099,-760.505,MACE-OMat-D3,P1
C48H24N6O13S6Zn4-3_5-MACE-OMat-D3,C48H24N6O13S6Zn4-3_5-MACE-OMat-D3,-0.180944,-680.996,MACE-OMat-D3,P1
C38H28N4O13Zn4-0_4-MACE-OMat-D3,C38H28N4O13Zn4-0_4-MACE-OMat-D3,-0.321772,-570.282,MACE-OMat-D3,P1
C38H28N4O13Zn4-0_15-MACE-OMat-D3,C38H28N4O13Zn4-0_15-MACE-OMat-D3,-0.29814,-568.226,MACE-OMat-D3,P1
C36H28N8O5Zn4-1-MACE-OMat-D3,C36H28N8O5Zn4-1-MACE-OMat-D3,0.0193243,-516.126,MACE-OMat-D3,P1
C36H20N8O21Zn4-1_16-MACE-OMat-D3,C36H20N8O21Zn4-1_16-MACE-OMat-D3,-0.309395,-598.448,MACE-OMat-D3,P1
C36H20N4O13Zn4-7_17-MACE-OMat-D3,C36H20N4O13Zn4-7_17-MACE-OMat-D3,-0.267086,-518.514,MACE-OMat-D3,P1
C36H18N6O13Zn4-3_6-MACE-OMat-D3,C36H18N6O13Zn4-3_6-MACE-OMat-D3,-0.287628,-530.297,MACE-OMat-D3,P1
C36H18N6O13Zn4-0_14-MACE-OMat-D3,C36H18N6O13Zn4-0_14-MACE-OMat-D3,-0.245221,-527.032,MACE-OMat-D3,P1
C36H18N6O13S3Zn4-2_1-MACE-OMat-D3,C36H18N6O13S3Zn4-2_1-MACE-OMat-D3,-0.230897,-539.008,MACE-OMat-D3,P1
C21H18N6O13Zn4-0_12-r2SCAN-D4,C21H18N6O13Zn4-0_12-r2SCAN-D4,-0.472186,-468.501,r2SCAN-D4,P1
C18H18N6O13Zn4-0_12-r2SCAN-D4,C18H18N6O13Zn4-0_12-r2SCAN-D4,-0.558929,-442.151,r2SCAN-D4,P1
C32H16N4O5S8Zn4-0-r2SCAN-D4,C32H16N4O5S8Zn4-0-r2SCAN-D4,0.167274,-531.133,r2SCAN-D4,P1
C44H24O13Zn4-2_5-r2SCAN-D4,C44H24O13Zn4-2_5-r2SCAN-D4,-0.311494,-661.929,r2SCAN-D4,P1
C48H24N12O19Zn4-2_2-MACE-OMat-D3,C48H24N12O19Zn4-2_2-MACE-OMat-D3,-0.233679,-742.708,MACE-OMat-D3,P1
C44H24N8O17Zn4-2_13-MACE-OMat-D3,C44H24N8O17Zn4-2_13-MACE-OMat-D3,-0.228374,-659.804,MACE-OMat-D3,P1
C18H12O19Zn4-0_26-r2SCAN-D4,C18H12O19Zn4-0_26-r2SCAN-D4,-0.762393,-408.858,r2SCAN-D4,P1
C33H18O13Zn4-2_18-r2SCAN-D4,C33H18O13Zn4-2_18-r2SCAN-D4,-0.357343,-528.822,r2SCAN-D4,P1
C32H24N8O17Zn4-3_11-r2SCAN-D4,C32H24N8O17Zn4-3_11-r2SCAN-D4,-0.388167,-644.734,r2SCAN-D4,P1
Al1C6H4N3O2-2-r2SCAN-D4,Al1C6H4N3O2-2-r2SCAN-D4,0.00484382,-119.774,r2SCAN-D4,P1
C44H24N8O17Zn4-3-r2SCAN-D4,Zn4H24C44N8O17,-0.235051,-754.745,r2SCAN-D4,P1
C44H24N8O13S4Zn4-3_10-r2SCAN-D4,Zn4H24C44S4N8O13,-0.164544,-757.145,r2SCAN-D4,P1
C44H20N8O13S4Zn4-2_4-r2SCAN-D4,Zn4H20C44S4N8O13,-0.147418,-741.066,r2SCAN-D4,P1
C42H30N6O13S6Zn4-3_8-r2SCAN-D4,Zn4H30C42S6N6O13,-0.14912,-754.912,r2SCAN-D4,P1
C40H36N8O13Zn4-5_10-r2SCAN-D4,Zn4H36C40N8O13,-0.272135,-737.561,r2SCAN-D4,P1
C40H36N8O13Zn4-5_1-r2SCAN-D4,Zn4H36C40N8O13,-0.283912,-738.751,r2SCAN-D4,P1
C40H36N8O13Zn4-2_3-r2SCAN-D4,Zn4H36C40N8O13,-0.250124,-735.338,r2SCAN-D4,P1
C40H24N8O13Zn4-0_14-r2SCAN-D4,Zn4H24C40N8O13,-0.215094,-687.736,r2SCAN-D4,P1
C36H32N12O17Zn4-1_4-r2SCAN-D4,Zn4H32C36N12O17,-0.336732,-750.078,r2SCAN-D4,P1
C36H32N12O17Zn4-2_14-r2SCAN-D4,Zn4H32C36N12O17,-0.351049,-751.524,r2SCAN-D4,P1
C48H24N12O13Zn4-3_13-r2SCAN-D4,Zn4H24C48N12O13,-0.161589,-801.654,r2SCAN-D4,P1
C36H28O13Zn4-0_5-r2SCAN-D4,Zn4H28C36O13,-0.337216,-596.458,r2SCAN-D4,P1
C36H18N6O13S6Zn4-3_11-r2SCAN-D4,Zn4H18C36S6N6O13,-0.230033,-657.358,r2SCAN-D4,P1
C45H24N6O13Zn4-3-r2SCAN-D4,Zn4H24C45N6O13,-0.17263,-716.257,r2SCAN-D4,P1
C32H24N16O13Zn4-2_3-r2SCAN-D4,Zn4H24C32N16O13,-0.265803,-685.322,r2SCAN-D4,P1
C68H28N4O17Zn4-2_15-r2SCAN-D4,Zn4H28C68N4O17,-0.0982163,-961.461,r2SCAN-D4,P1
C66H36N6O13Zn4-1_17-r2SCAN-D4,Zn4H36C66N6O13,-0.055058,-959.099,r2SCAN-D4,P1
C60H30N6O13Zn4-3_6-r2SCAN-D4,Zn4H30C60N6O13,-0.0695661,-879.234,r2SCAN-D4,P1
C60H24N12O13S6Zn4-0_3-r2SCAN-D4,Zn4H24C60S6N12O13,0.00965676,-953.174,r2SCAN-D4,P1
C60H24N12O13S6Zn4-0_7-r2SCAN-D4,Zn4H24C60S6N12O13,-0.00385396,-954.781,r2SCAN-D4,P1
C56H40N8O17Zn4-3_14-r2SCAN-D4,Zn4H40C56N8O17,-0.196839,-932.065,r2SCAN-D4,P1
C56H40O25Zn4-2_1-r2SCAN-D4,Zn4H40C56O25,-0.372427,-927.372,r2SCAN-D4,P1
C56H36N8O13Zn4-0_9-r2SCAN-D4,Zn4H36C56N8O13,-0.12815,-885.342,r2SCAN-D4,P1
C56H8N40O13Zn4-2_6-r2SCAN-D4,Zn4H8C56N40O13,0.231254,-1038.41,r2SCAN-D4,P1
C56H32N8O21Zn4-3_2-r2SCAN-D4,Zn4H32C56N8O21,-0.23957,-932.076,r2SCAN-D4,P1
C56H32N8O13S8Zn4-5_13-r2SCAN-D4,Zn4H32C56S8N8O13,-0.0705901,-930.109,r2SCAN-D4,P1
C56H32N8O13S8Zn4-2-r2SCAN-D4,Zn4H32C56S8N8O13,-0.121627,-936.284,r2SCAN-D4,P1
C56H24N4O21Zn4-2_15-r2SCAN-D4,Zn4H24C56N4O21,-0.242011,-865.208,r2SCAN-D4,P1
C54H39N9O16Zn4-1_11-r2SCAN-D4,Zn4H39C54N9O16,-0.21163,-913.118,r2SCAN-D4,P1
C52H32N12O17Zn4-0-r2SCAN-D4,Zn4H32C52N12O17,-0.237307,-904.106,r2SCAN-D4,P1
C44H32N8O17Zn4-2_2-r2SCAN-D4,Zn4H32C44N8O17,-0.311918,-792.351,r2SCAN-D4,P1
C44H40N20O17Zn4-0_1-r2SCAN-D4,Zn4H40C44N20O17,-0.264107,-930.082,r2SCAN-D4,P1
C42H33N9O19Zn4-3_12-r2SCAN-D4,Zn4H33C42N9O19,-0.248772,-790.435,r2SCAN-D4,P1
C40H36N8O15Zn4-0_11-r2SCAN-D4,Zn4H36C40N8O15,-0.282046,-750.768,r2SCAN-D4,P1
C48H42N12O13Zn4-2_14-r2SCAN-D4,Zn4H42C48N12O13,-0.214,-873.024,r2SCAN-D4,P1
C48H40N8O17Zn4-3_10-r2SCAN-D4,Zn4H40C48N8O17,-0.255504,-857.218,r2SCAN-D4,P1
C48H36N6O13Zn4-3_6-r2SCAN-D4,Zn4H36C48N6O13,-0.241169,-797.715,r2SCAN-D4,P1
C48H32N8O17S4Zn4-2_4-r2SCAN-D4,Zn4H32C48S4N8O17,-0.224973,-857.614,r2SCAN-D4,P1
C56H24N16O13S8Zn4-3_2-r2SCAN-D4,Zn4H24C56S8N16O13,-0.0136326,-968.77,r2SCAN-D4,P1
C48H36N12O13S4Zn4-1_11-r2SCAN-D4,Zn4H36C48S4N12O13,-0.143,-876.071,r2SCAN-D4,P1
C48H28N12O21Zn4-1_16-r2SCAN-D4,Zn4H28C48(N4O7)3,-0.188845,-867.068,r2SCAN-D4,P1
C54H24N12O19Zn4-1-r2SCAN-D4,Zn4H24C54N12O19,-0.136793,-895.819,r2SCAN-D4,P1
C48H28N12O21Zn4-2_11-r2SCAN-D4,Zn4H28C48(N4O7)3,-0.246909,-873.63,r2SCAN-D4,P1
C48H24N20O13Zn4-3_10-r2SCAN-D4,Zn4H24C48N20O13,-0.124686,-872.133,r2SCAN-D4,P1
C48H24N20O13Zn4-3_11-r2SCAN-D4,Zn4H24C48N20O13,-0.12515,-872.183,r2SCAN-D4,P1
C48H24N28O17Zn4-2-r2SCAN-D4,Zn4H24C48N28O17,-0.0810647,-964.844,r2SCAN-D4,P1
C48H24N20O13Zn4-1_13-r2SCAN-D4,Zn4H24C48N20O13,-0.129703,-872.68,r2SCAN-D4,P1
C48H24N8O13S8Zn4-3_2-r2SCAN-D4,Zn4H24C48S8N8O13,0.0660881,-806.836,r2SCAN-D4,P1
C46H30N8O15Zn4-1-r2SCAN-D4,Zn4H30C46N8O15,-0.253881,-787.228,r2SCAN-D4,P1
C45H27N9O19Zn4-3_7-r2SCAN-D4,Zn4H27C45N9O19,-0.274733,-801.698,r2SCAN-D4,P1
C42H24N6O13Zn4-0_13-r2SCAN-D4,Zn4H24C42N6O13,-0.261618,-693.608,r2SCAN-D4,P1
C44H32N8O13Zn4-2_4-r2SCAN-D4,Zn4H32C44N8O13,-0.221831,-758.721,r2SCAN-D4,P1
C60H44N4O13Zn4-2_17-r2SCAN-D4,Zn4H44C60N4O13,-0.129033,-917.597,r2SCAN-D4,P1
C68H28N4O17Zn4-2_15-MACE-OMat-D3,C68H28N4O17Zn4-2_15-MACE-OMat-D3,-0.154472,-856.611,MACE-OMat-D3,P1
C60H18N12O13S6Zn4-1_15-MACE-OMat-D3,C60H18N12O13S6Zn4-1_15-MACE-OMat-D3,-0.104753,-815.499,MACE-OMat-D3,P1
C60H18N12O13S6Zn4-0_16-MACE-OMat-D3,C60H18N12O13S6Zn4-0_16-MACE-OMat-D3,-0.0486248,-809.156,MACE-OMat-D3,P1
C56H32N8O13S8Zn4-3_17-MACE-OMat-D3,C56H32N8O13S8Zn4-3_17-MACE-OMat-D3,-0.183052,-809.324,MACE-OMat-D3,P1
C54H39N9O16Zn4-0_10-MACE-OMat-D3,C54H39N9O16Zn4-0_10-MACE-OMat-D3,-0.286883,-816.65,MACE-OMat-D3,P1
C54H30N6O13Zn4-2_10-MACE-OMat-D3,C54H30N6O13Zn4-2_10-MACE-OMat-D3,-0.208197,-734.856,MACE-OMat-D3,P1
C54H24N12O13S3Zn4-3_16-MACE-OMat-D3,C54H24N12O13S3Zn4-3_16-MACE-OMat-D3,-0.123065,-769.107,MACE-OMat-D3,P1
C54H18N12O19Zn4-3_7-MACE-OMat-D3,C54H18N12O19Zn4-3_7-MACE-OMat-D3,-0.196175,-774.401,MACE-OMat-D3,P1
C54H18N12O19Zn4-0_1-MACE-OMat-D3,C54H18N12O19Zn4-0_1-MACE-OMat-D3,-0.216363,-776.561,MACE-OMat-D3,P1
C52H32N12O17Zn4-2_8-MACE-OMat-D3,C52H32N12O17Zn4-2_8-MACE-OMat-D3,-0.293588,-804.887,MACE-OMat-D3,P1
C52H28N8O13Zn4-1_9-MACE-OMat-D3,C52H28N8O13Zn4-1_9-MACE-OMat-D3,-0.183503,-723.659,MACE-OMat-D3,P1
C48H36N4O21Zn4-2_4-MACE-OMat-D3,C48H36N4O21Zn4-2_4-MACE-OMat-D3,-0.362941,-740.781,MACE-OMat-D3,P1
C48H32N8O13Zn4-3_1-MACE-OMat-D3,C48H32N8O13Zn4-3_1-MACE-OMat-D3,-0.297031,-711.776,MACE-OMat-D3,P1
C48H32N8O13Zn4-3-MACE-OMat-D3,C48H32N8O13Zn4-3-MACE-OMat-D3,-0.228403,-704.57,MACE-OMat-D3,P1
C48H32N20O17Zn4-3_5-MACE-OMat-D3,C48H32N20O17Zn4-3_5-MACE-OMat-D3,-0.279273,-834.307,MACE-OMat-D3,P1
C48H28N20O5Zn4-3_2-MACE-OMat-D3,C48H28N20O5Zn4-3_2-MACE-OMat-D3,0.0483507,-723.086,MACE-OMat-D3,P1
C48H24N8O13S8Zn4-3_12-MACE-OMat-D3,C48H24N8O13S8Zn4-3_12-MACE-OMat-D3,-0.166931,-705.195,MACE-OMat-D3,P1
C48H24N12O13Zn4-0_8-MACE-OMat-D3,C48H24N12O13Zn4-0_8-MACE-OMat-D3,-0.175386,-705.73,MACE-OMat-D3,P1
C48H16N16O17Zn4-2_13-MACE-OMat-D3,C48H16N16O17Zn4-2_13-MACE-OMat-D3,-0.153022,-730.692,MACE-OMat-D3,P1
C48H16N16O17Zn4-0_14-MACE-OMat-D3,C48H16N16O17Zn4-0_14-MACE-OMat-D3,-0.182118,-733.631,MACE-OMat-D3,P1
C44H40N24O13Zn4-2_11-MACE-OMat-D3,C44H40N24O13Zn4-2_11-MACE-OMat-D3,-0.268524,-836.838,MACE-OMat-D3,P1
C44H40N24O13Zn4-1_17-MACE-OMat-D3,C44H40N24O13Zn4-1_17-MACE-OMat-D3,-0.256465,-835.331,MACE-OMat-D3,P1
C44H40N24O13Zn4-0_15-MACE-OMat-D3,C44H40N24O13Zn4-0_15-MACE-OMat-D3,-0.283584,-838.721,MACE-OMat-D3,P1
C44H36N16O13Zn4-1_3-MACE-OMat-D3,C44H36N16O13Zn4-1_3-MACE-OMat-D3,-0.275178,-754.636,MACE-OMat-D3,P1
C44H32N32O13Zn4-1_3-MACE-OMat-D3,C44H32N32O13Zn4-1_3-MACE-OMat-D3,-0.170668,-865.413,MACE-OMat-D3,P1
C42H24N6O13Zn4-3_9-MACE-OMat-D3,C42H24N6O13Zn4-3_9-MACE-OMat-D3,-0.258428,-605.78,MACE-OMat-D3,P1
C42H24N6O13Zn4-2_16-MACE-OMat-D3,C42H24N6O13Zn4-2_16-MACE-OMat-D3,-0.257778,-605.723,MACE-OMat-D3,P1
C40H32N8O21Zn4-7_6-MACE-OMat-D3,C40H32N8O21Zn4-7_6-MACE-OMat-D3,-0.427135,-691.464,MACE-OMat-D3,P1
C40H32N8O13Zn4-1_9-MACE-OMat-D3,C40H32N8O13Zn4-1_9-MACE-OMat-D3,-0.366264,-642.558,MACE-OMat-D3,P1
