Angle,AA_3-12-2_Zn-DMF
27.6440800,.0020946
27.6645000,.0018380
27.6849200,.0017107
27.7053300,.0017451
27.7257500,.0014239
27.7461700,.0012643
27.7665800,.0012341
27.7870000,.0010422
27.8074200,.0012383
27.8278400,.0018225
27.8482500,.0020509
27.8686700,.0024411
27.8890900,.0026372
27.9095000,.0025746
27.9299200,.0024151
27.9503400,.0023849
27.9707600,.0019019
27.9911700,.0014837
28.0115900,.0011948
28.0320100,.0009706
28.0524300,.0008433
28.0728400,.0009101
28.0932600,.0011386
28.1136800,.0014964
28.1340900,.0016602
28.1545100,.0016947
28.1749300,.0016968
28.1953400,.0019253
28.2157600,.0017657
28.2361800,.0018972
28.2566000,.0019317
28.2770100,.0019661
28.2974300,.0014832
28.3178500,.0016458
28.3382700,.0016454
28.3586800,.0014497
28.3791000,.0012528
28.3995200,.0016690
28.4199300,.0013092
28.4403500,.0014667
28.4607700,.0015595
28.4811900,.0019111
28.5016000,.0018099
28.5220200,.0018058
28.5424400,.0014460
28.5628500,.0013125
28.5832700,.0010821
28.6036900,.0010134
28.6241100,.0010093
28.6445200,.0012963
28.6649400,.0013569
28.6853600,.0011912
28.7057700,.0014458
28.7261900,.0014742
28.7466100,.0015349
28.7670300,.0015956
28.7874400,.0018180
28.8078600,.0017818
28.8282800,.0017779
28.8487000,.0014507
28.8691100,.0016408
28.8895300,.0015722
28.9099500,.0013420
28.9303600,.0012735
28.9507800,.0014637
28.9712000,.0012983
28.9916200,.0014239
29.0120300,.0016789
29.0324500,.0020633
29.0528700,.0017686
29.0732800,.0017002
29.0937000,.0016319
29.1141200,.0013695
29.1345300,.0010749
29.1549500,.0012330
29.1753700,.0015528
29.1957900,.0016141
29.2162000,.0015783
29.2366200,.0015749
29.2570400,.0016362
29.2774600,.0014387
29.2978700,.0014353
29.3182900,.0014966
29.3387100,.0015579
29.3591300,.0015869
29.3795400,.0017777
29.3999600,.0017745
29.4203800,.0020625
29.4407900,.0021887
29.4612100,.0018946
29.4816300,.0015358
29.5020400,.0015326
29.5224600,.0012708
29.5428800,.0012355
29.5633000,.0015235
29.5837100,.0015206
29.6041300,.0011297
29.6245500,.0008683
29.6449700,.0008332
29.6653800,.0006040
29.6858000,.0006659
29.7062200,.0006632
29.7266300,.0008544
29.7470500,.0008841
29.7674700,.0008814
29.7878900,.0008142
29.8083000,.0008118
29.8287200,.0005183
29.8491400,.0001926
29.8695500,.0002225
29.8899700,.0002848
29.9103900,.0002824
29.9308100,.0006357
29.9512200,.0007627
29.9716400,.0007605
29.9920600,.0008877
30.0124700,.0014353
30.0328900,.0013040
30.0533100,.0015284
30.0737300,.0015587
30.0941400,.0015244
30.1145600,.0014901
30.1349800,.0016821
30.1554000,.0017125
30.1758100,.0018724
30.1962300,.0016120
30.2166500,.0014810
30.2370600,.0013178
30.2574800,.0009928
30.2779000,.0012823
30.2983200,.0015071
30.3187300,.0013762
30.3391500,.0014070
30.3595700,.0016642
30.3799800,.0014688
30.4004000,.0014352
30.4208200,.0014340
30.4412300,.0015622
30.4616500,.0015288
30.4820700,.0010750
30.5024900,.0010092
30.5229000,.0012668
30.5433200,.0011040
30.5637400,.0009413
30.5841600,.0014577
30.6045700,.0015539
30.6249900,.0011975
30.6454100,.0013262
30.6658200,.0012932
30.6862400,.0011632
30.7066600,.0010333
30.7270800,.0010973
30.7474900,.0009996
30.7679100,.0013871
30.7883300,.0012573
30.8087400,.0012570
30.8291600,.0014831
30.8495800,.0014183
30.8700000,.0011271
30.8904100,.0012239
30.9108300,.0012561
30.9312500,.0013530
30.9516600,.0015145
30.9720800,.0014821
30.9925000,.0014821
31.0129200,.0015146
31.0333300,.0010298
31.0537500,.0010301
31.0741700,.0010951
31.0945900,.0011601
31.1150000,.0014838
31.1354200,.0016135
31.1558400,.0018725
31.1762500,.0016789
31.1966700,.0014531
31.2170900,.0010333
31.2375000,.0010987
31.2579200,.0006468
31.2783400,.0009387
31.2987600,.0011335
31.3191700,.0014900
31.3395900,.0011998
31.3600100,.0015564
31.3804300,.0013956
31.4008400,.0011702
31.4212600,.0008803
31.4416800,.0010756
31.4621000,.0007212
31.4825100,.0007872
31.5029300,.0009825
31.5233500,.0009191
31.5437600,.0010821
31.5641800,.0012128
31.5846000,.0011495
31.6050100,.0009893
31.6254300,.0013790
31.6458500,.0011867
31.6662700,.0010914
31.6866800,.0011579
31.7071000,.0010627
31.7275200,.0007088
31.7479300,.0009693
31.7683500,.0009387
31.7887700,.0006819
31.8091900,.0007809
31.8296000,.0008154
31.8500200,.0006559
31.8704400,.0008522
31.8908600,.0012748
31.9112700,.0017621
31.9316900,.0017644
31.9521100,.0017343
31.9725200,.0015426
31.9929400,.0013509
32.0133600,.0008360
32.0337800,.0011943
32.0541900,.0013586
32.0746100,.0010703
32.0950300,.0008144
32.1154400,.0009788
32.1358600,.0007552
32.1562800,.0004669
32.1767000,.0010517
32.1971100,.0015396
32.2175300,.0015425
32.2379500,.0014485
32.2583700,.0015809
32.2787800,.0013901
32.2992000,.0012963
32.3196100,.0010085
32.3400300,.0009470
32.3604500,.0007562
32.3808700,.0007917
32.4012800,.0007303
32.4217000,.0006367
32.4421200,.0006724
32.4625400,.0008053
32.4829500,.0009383
32.5033700,.0009096
32.5237900,.0010102
32.5442000,.0010139
32.5646200,.0008235
32.5850400,.0005037
32.6054600,.0007015
32.6258700,.0009639
32.6462900,.0007415
32.6667100,.0010365
32.6871300,.0012992
32.7075400,.0011739
32.7279600,.0008869
32.7483800,.0010526
32.7688000,.0012507
32.7892100,.0013841
32.8096300,.0013559
32.8300400,.0014894
32.8504600,.0015584
32.8708800,.0013687
32.8913000,.0010821
32.9117100,.0010542
32.9321300,.0012526
32.9525500,.0013864
32.9729700,.0014555
32.9933800,.0015246
33.0138000,.0014645
33.0342200,.0019218
33.0546300,.0019588
33.0750500,.0018665
33.0954700,.0017096
33.1158900,.0018114
33.1363000,.0015252
33.1567200,.0015947
33.1771400,.0018581
33.1975600,.0022833
33.2179700,.0020942
33.2383900,.0020021
33.2588100,.0020718
33.2792200,.0017211
33.2996400,.0016616
33.3200600,.0019254
33.3404800,.0022539
33.3608900,.0021297
33.3813100,.0023289
33.4017300,.0021724
33.4221500,.0019189
33.4425600,.0015361
33.4629800,.0013151
33.4833900,.0011911
33.5038100,.0011319
33.5242300,.0013637
33.5446500,.0012721
33.5650600,.0014069
33.5854800,.0018974
33.6059000,.0020646
33.6263200,.0018761
33.6467300,.0016553
33.6671500,.0014345
33.6875700,.0010198
33.7079800,.0011226
33.7284000,.0013223
33.7488200,.0014897
33.7692400,.0014955
33.7896500,.0013395
33.8100700,.0010866
33.8304900,.0009630
33.8509100,.0009688
33.8713200,.0011364
33.8917400,.0009483
33.9121600,.0007926
33.9325800,.0006692
33.9529900,.0009016
33.9734100,.0010046
33.9938200,.0016573
34.0142400,.0016956
34.0346600,.0017986
34.0550800,.0016107
34.0754900,.0013257
34.0959100,.0009762
34.1163300,.0011441
34.1367500,.0014090
34.1571600,.0017709
34.1775800,.0022621
34.1980000,.0019773
34.2184100,.0021775
34.2388300,.0018603
34.2592500,.0018019
34.2796700,.0014525
34.3000800,.0017499
34.3205000,.0014653
34.3409200,.0015686
34.3613400,.0014780
34.3817500,.0014844
34.4021700,.0014584
34.4225800,.0014971
34.4430000,.0016005
34.4634200,.0014776
34.4838400,.0015488
34.5042500,.0015229
34.5246700,.0013678
34.5450900,.0013419
34.5655100,.0013485
34.5859200,.0014843
34.6063400,.0017495
34.6267600,.0016914
34.6471700,.0016009
34.6675900,.0016075
34.6880100,.0014524
34.7084300,.0013943
34.7288400,.0014980
34.7492600,.0014399
34.7696800,.0014142
34.7901000,.0015178
34.8105100,.0014598
34.8309300,.0016604
34.8513500,.0014731
34.8717700,.0014797
34.8921800,.0015511
34.9126000,.0016871
34.9330100,.0014998
34.9534300,.0014418
34.9738500,.0015455
34.9942700,.0013906
35.0146800,.0011709
35.0351000,.0013070
35.0555200,.0014107
35.0759400,.0014821
35.0963500,.0014888
35.1167700,.0017542
35.1371900,.0020520
35.1576000,.0024791
35.1780200,.0024535
35.1984400,.0027189
35.2188600,.0025316
35.2392700,.0023120
35.2596900,.0021247
35.2801100,.0020991
35.3005300,.0022999
35.3209400,.0023390
35.3413600,.0021194
35.3617700,.0020938
35.3821900,.0022622
35.4026100,.0018162
35.4230300,.0016289
35.4434400,.0014740
35.4638600,.0015764
35.4842800,.0010630
35.5047000,.0010979
35.5251100,.0011962
35.5455300,.0014547
35.5659500,.0014546
35.5863600,.0017132
35.6067800,.0016807
35.6272000,.0014865
35.6476200,.0016481
35.6680300,.0018096
35.6884500,.0020682
35.7088700,.0020034
35.7292900,.0021327
35.7497000,.0021650
35.7701200,.0019385
35.7905400,.0018738
35.8109600,.0019061
35.8313700,.0017120
35.8517900,.0016472
35.8722100,.0013885
35.8926200,.0011621
35.9130400,.0013884
35.9334600,.0016471
35.9538800,.0015178
35.9742900,.0018088
35.9947100,.0019382
36.0151300,.0018089
36.0355400,.0018089
36.0559600,.0020029
36.0763800,.0021000
36.0967900,.0018737
36.1172100,.0019061
36.1376300,.0019709
36.1580500,.0018417
36.1784600,.0015508
36.1988800,.0017126
36.2193000,.0017127
36.2397200,.0017775
36.2601300,.0019070
36.2805500,.0020041
36.3009700,.0019073
36.3213800,.0021016
36.3418000,.0019401
36.3622200,.0017140
36.3826400,.0016819
36.4030500,.0016822
36.4234700,.0012944
36.4438900,.0014564
36.4643100,.0013273
36.4847200,.0011982
36.5051400,.0011662
36.5255500,.0012959
36.5459700,.0014903
36.5663900,.0016524
36.5868100,.0021055
36.6072200,.0026233
36.6276400,.0025914
36.6480600,.0024301
36.6684800,.0024306
36.6888900,.0022046
36.7093100,.0019141
36.7297300,.0021733
36.7501400,.0021738
36.7705600,.0021421
36.7909800,.0020133
36.8114000,.0018845
36.8318100,.0017557
36.8522300,.0013683
36.8726500,.0013042
36.8930700,.0012078
36.9134800,.0010791
36.9339000,.0007564
36.9543200,.0011128
36.9747400,.0013722
36.9951500,.0014053
37.0155700,.0015353
37.0359800,.0016654
37.0564000,.0017955
37.0768200,.0014729
37.0972400,.0013766
37.1176500,.0015068
37.1380700,.0016370
37.1584900,.0014438
37.1789100,.0016711
37.1993200,.0018983
37.2197400,.0018992
37.2401600,.0017708
37.2605700,.0018363
37.2809900,.0017402
37.3014100,.0018705
37.3218300,.0014511
37.3422400,.0014197
37.3626600,.0013561
37.3830800,.0014542
37.4035000,.0011642
37.4239100,.0013593
37.4443300,.0017484
37.4647400,.0021374
37.4851600,.0021062
37.5055800,.0023659
37.5260000,.0024964
37.5464100,.0024005
37.5668300,.0020137
37.5872500,.0022736
37.6076700,.0023718
37.6280800,.0021466
37.6485000,.0018892
37.6689200,.0016964
37.6893300,.0015682
37.7097500,.0013754
37.7301700,.0017324
37.7505900,.0019924
37.7710000,.0021230
37.7914200,.0021244
37.8118400,.0023521
37.8322600,.0020624
37.8526700,.0018050
37.8730900,.0015477
37.8935100,.0015167
37.9139300,.0013887
37.9343400,.0013578
37.9547600,.0013268
37.9751700,.0017486
37.9955900,.0017824
38.0160100,.0019456
38.0364300,.0020764
38.0568400,.0021749
38.0772600,.0022410
38.0976800,.0022424
38.1181000,.0019206
38.1385100,.0020191
38.1589300,.0021823
38.1793500,.0018604
38.1997600,.0018943
38.2201800,.0019929
38.2406000,.0018328
38.2610200,.0017373
38.2814300,.0016095
38.3018500,.0014817
38.3222700,.0017420
38.3426900,.0016789
38.3631000,.0015835
38.3835200,.0016498
38.4039400,.0019425
38.4243500,.0015561
38.4447700,.0015900
38.4651900,.0014947
38.4856000,.0016903
38.5060200,.0016273
38.5264400,.0018229
38.5468600,.0019539
38.5672700,.0022789
38.5876900,.0022483
38.6081100,.0021853
38.6285200,.0022516
38.6489400,.0021887
38.6693600,.0021257
38.6897800,.0021920
38.7101900,.0019027
38.7306100,.0017750
38.7510300,.0016797
38.7714500,.0014550
38.7918600,.0012951
38.8122800,.0014261
38.8327000,.0012338
38.8531200,.0014619
38.8735300,.0016253
38.8939500,.0016593
38.9143700,.0016933
38.9347800,.0019537
38.9552000,.0018908
38.9756200,.0019571
38.9960400,.0018295
39.0164500,.0018959
39.0368700,.0015742
39.0572900,.0017700
39.0777100,.0015777
39.0981200,.0019027
39.1185400,.0014517
39.1389500,.0016140
39.1593700,.0013549
39.1797900,.0014828
39.2002100,.0011892
39.2206200,.0017030
39.2410400,.0017318
39.2614600,.0015988
39.2818800,.0015952
39.3022900,.0018180
39.3227100,.0015234
39.3431300,.0013904
39.3635400,.0014839
39.3839600,.0015126
39.4043800,.0013151
39.4248000,.0013115
39.4452100,.0015990
39.4656300,.0017571
39.4860500,.0019476
39.5064700,.0022674
39.5268800,.0023609
39.5473000,.0021310
39.5677100,.0019335
39.5881300,.0017360
39.6085500,.0015062
39.6289700,.0014704
39.6493800,.0014669
39.6698000,.0013988
39.6902200,.0010719
39.7106400,.0013272
39.7310500,.0015824
39.7514700,.0017083
39.7718900,.0017049
39.7923000,.0017338
39.8127200,.0015364
39.8331400,.0014684
39.8535600,.0013681
39.8739700,.0014617
39.8943900,.0019111
39.9148100,.0021017
39.9352300,.0020014
39.9556400,.0019657
39.9760600,.0019947
39.9964800,.0015388
40.0169000,.0015032
40.0373100,.0013059
40.0577300,.0012057
40.0781400,.0012025
40.0985600,.0014579
40.1189800,.0012930
40.1394000,.0014515
40.1598100,.0016100
40.1802300,.0012511
40.2006500,.0011833
40.2210700,.0008892
40.2414800,.0006921
40.2619000,.0008507
40.2823200,.0010416
40.3027300,.0008769
40.3231500,.0009384
40.3435700,.0011617
40.3639900,.0011587
40.3844000,.0013497
40.4048200,.0011850
40.4252400,.0012467
40.4456600,.0010498
40.4660700,.0008205
40.4864900,.0010116
40.5069000,.0012351
40.5273200,.0011998
40.5477400,.0011969
40.5681600,.0011294
40.5885700,.0008355
40.6089900,.0008003
40.6294100,.0007652
40.6498300,.0010212
40.6702400,.0012448
40.6906600,.0012097
40.7110800,.0011423
40.7314900,.0013012
40.7519100,.0013955
40.7723300,.0013281
40.7927500,.0010991
40.8131600,.0012581
40.8335800,.0012232
40.8540000,.0009296
40.8744200,.0007654
40.8948300,.0010215
40.9152500,.0008896
40.9356700,.0009841
40.9560900,.0011755
40.9765000,.0011730
40.9969200,.0012999
41.0173300,.0012327
41.0377500,.0009716
41.0581700,.0009369
41.0785900,.0011609
41.0990000,.0008352
41.1194200,.0008975
41.1398400,.0009921
41.1602600,.0006987
41.1806700,.0005347
41.2010900,.0007265
41.2215100,.0007565
41.2419200,.0007220
41.2623400,.0009785
41.2827600,.0010087
41.3031800,.0011035
41.3235900,.0011660
41.3440100,.0010668
41.3644300,.0010646
41.3848500,.0011272
41.4052600,.0012544
41.4256800,.0011230
41.4461000,.0012504
41.4665100,.0011190
41.4869300,.0012464
41.5073500,.0008564
41.5277700,.0011131
41.5481800,.0011111
41.5686000,.0013355
41.5890200,.0010749
41.6094400,.0012346
41.6298500,.0011034
41.6502700,.0008429
41.6706800,.0007441
41.6911000,.0009364
41.7115200,.0011286
41.7319400,.0010945
41.7523500,.0011574
41.7727700,.0010909
41.7931900,.0013479
41.8136100,.0013785
41.8340200,.0015708
41.8544400,.0017956
41.8748600,.0018263
41.8952800,.0013720
41.9156900,.0012087
41.9361100,.0012718
41.9565300,.0015613
41.9769400,.0019477
41.9973600,.0020432
42.0177800,.0018153
42.0382000,.0016845
42.0586100,.0013920
42.0790300,.0010996
42.0994500,.0011305
42.1198700,.0014848
42.1402800,.0013864
42.1607000,.0014497
42.1811100,.0014160
42.2015300,.0015440
42.2219500,.0014133
42.2423700,.0015414
42.2627800,.0014108
42.2832000,.0014742
42.3036200,.0016024
42.3240400,.0015688
42.3444500,.0012119
42.3648700,.0015664
42.3852900,.0013065
42.4057000,.0009497
42.4261200,.0006899
42.4465400,.0007858
42.4669600,.0005260
42.4873700,.0003633
42.5077900,.0002653
42.5282100,.0004260
42.5486300,.0009747
42.5690400,.0009737
42.5894600,.0011990
42.6098700,.0012627
42.6302900,.0013264
42.6507100,.0011638
42.6711300,.0012923
42.6915400,.0013238
42.7119600,.0016140
42.7323800,.0015162
42.7528000,.0009010
42.7732100,.0005768
42.7936300,.0003820
42.8140500,-.0002009
42.8344700,.0002187
42.8548800,.0004767
42.8753000,.0005084
42.8957200,.0011221
42.9161300,.0015419
42.9365500,.0012826
42.9569700,.0014759
42.9773900,.0015723
42.9978000,.0014100
43.0182200,.0011507
43.0386400,.0010855
43.0590600,.0008910
43.0794700,.0012785
43.0998900,.0007284
43.1203000,.0008249
43.1407200,.0012772
43.1611400,.0013738
43.1815600,.0011470
43.2019700,.0013406
43.2223900,.0014048
43.2428100,.0010165
43.2632300,.0012748
43.2836400,.0012746
43.3040600,.0011450
43.3244800,.0012417
43.3448900,.0012738
43.3653100,.0008532
43.3857300,.0008207
43.4061500,.0009174
43.4265600,.0008849
43.4469800,.0006584
43.4674000,.0008523
43.4878200,.0008199
43.5082300,.0007229
43.5286500,.0005612
43.5490600,.0009168
43.5694800,.0010138
43.5899000,.0009491
43.6103200,.0009491
43.6307300,.0010138
43.6511500,.0007228
43.6715700,.0007229
43.6919900,.0006261
43.7124000,.0008203
43.7328200,.0010791
43.7532400,.0012734
43.7736500,.0013706
43.7940700,.0015971
43.8144900,.0015326
43.8349100,.0013065
43.8553200,.0011128
43.8757400,.0008544
43.8961600,.0008225
43.9165800,.0012109
43.9369900,.0011143
43.9574100,.0011471
43.9778300,.0012769
43.9982500,.0014713
44.0186600,.0010837
44.0390800,.0010842
44.0595000,.0012140
44.0799100,.0009236
44.1003300,.0006009
44.1207500,.0007632
44.1411700,.0010226
44.1615800,.0007322
44.1820000,.0009269
44.2024200,.0010893
44.2228300,.0011869
44.2432500,.0011877
44.2636700,.0014148
44.2840800,.0015450
44.3045000,.0014488
44.3249200,.0013204
44.3453400,.0012244
44.3657500,.0012900
44.3861700,.0009999
44.4065900,.0007098
44.4270100,.0005490
44.4474200,.0003560
44.4678400,.0001954
44.4882600,.0003582
44.5086700,.0006180
44.5290900,.0004576
44.5495100,.0005881
44.5699300,.0006217
44.5903400,.0005582
44.6107600,.0005271
44.6311800,.0006253
44.6516000,.0003356
44.6720100,.0004016
44.6924300,.0004353
44.7128400,.0005338
44.7332600,.0004706
44.7536800,.0007308
44.7741000,.0005707
44.7945100,.0009279
44.8149300,.0008647
44.8353500,.0010603
44.8557700,.0009972
44.8761800,.0010311
44.8966000,.0010005
44.9170200,.0009053
44.9374400,.0008424
44.9578500,.0011353
44.9782700,.0013635
44.9986900,.0010743
45.0191000,.0010761
45.0395200,.0011426
45.0599400,.0010475
45.0803600,.0009848
45.1007700,.0008575
45.1211900,.0010536
45.1416100,.0008941
45.1620300,.0010257
45.1824400,.0011248
45.2028600,.0010623
45.2232700,.0008705
45.2436900,.0012930
45.2641100,.0011659
45.2845300,.0010389
45.3049400,.0010090
45.3253600,.0012378
45.3457800,.0008199
45.3662000,.0006931
45.3866100,.0004046
45.4070300,.0006012
45.4274500,.0008624
45.4478600,.0011560
45.4682800,.0012556
45.4887000,.0014199
45.5091200,.0013580
45.5295300,.0010375
45.5499500,.0008140
45.5703700,.0007199
45.5907900,.0008845
45.6112000,.0011138
45.6316200,.0010520
45.6520300,.0011843
45.6724500,.0012843
45.6928700,.0014813
45.7132900,.0014198
45.7337000,.0011320
45.7541200,.0012000
45.7745400,.0013326
45.7949600,.0011419
45.8153700,.0010805
45.8357900,.0016012
45.8562100,.0013781
45.8766300,.0011228
45.8970400,.0009969
45.9174600,.0010328
45.9378800,.0008424
45.9582900,.0011048
45.9787100,.0013025
45.9991300,.0013386
46.0195500,.0013746
46.0399600,.0012813
46.0603800,.0010586
46.0808000,.0009007
46.1012200,.0011310
46.1216300,.0011673
46.1420500,.0011713
46.1624600,.0012724
46.1828800,.0014382
46.2033000,.0011837
46.2237200,.0010584
46.2441300,.0007715
46.2645500,.0006463
46.2849700,.0005858
46.3053900,.0008488
46.3258000,.0010472
46.3462200,.0013427
46.3666400,.0013472
46.3870500,.0014488
46.4074700,.0010330
46.4278900,.0007788
46.4483100,.0006540
46.4687200,.0009173
46.4891400,.0006309
46.5095600,.0009913
46.5299800,.0011901
46.5503900,.0012597
46.5708100,.0010706
46.5912300,.0014313
46.6116400,.0012100
46.6320600,.0012149
46.6524800,.0014786
46.6729000,.0015159
46.6933100,.0012946
46.7137300,.0011704
46.7341500,.0012727
46.7545600,.0011487
46.7749800,.0012188
46.7954000,.0012889
46.8158100,.0015853
46.8362300,.0011703
46.8566500,.0010787
46.8770700,.0013105
46.8974800,.0010573
46.9179000,.0010306
46.9383200,.0011979
46.9587400,.0013330
46.9791500,.0009832
46.9995700,.0010214
47.0199900,.0010596
47.0404100,.0010654
47.0608200,.0011036
47.0812400,.0010771
47.1016600,.0013094
47.1220700,.0011214
47.1424900,.0009335
47.1629100,.0009073
47.1833300,.0008166
47.2037400,.0007259
47.2241600,.0007968
47.2445800,.0007061
47.2650000,.0005830
47.2854100,.0007187
47.3058300,.0005957
47.3262400,.0005051
47.3466600,.0008997
47.3670800,.0011003
47.3875000,.0012364
47.4079100,.0015017
47.4283300,.0016054
47.4487500,.0017738
47.4691700,.0014895
47.4895800,.0013345
47.5100000,.0014383
47.5304200,.0015422
47.5508300,.0010641
47.5712500,.0011034
47.5916700,.0013045
47.6120900,.0011176
47.6325000,.0009631
47.6529200,.0010348
47.6733400,.0012360
47.6937600,.0015017
47.7141700,.0014443
47.7345900,.0015162
47.7550000,.0018792
47.7754200,.0017896
47.7958400,.0016031
47.8162600,.0015459
47.8366700,.0015211
47.8570900,.0014316
47.8775100,.0014714
47.8979300,.0017052
47.9183400,.0018098
47.9387600,.0018821
47.9591800,.0020192
47.9796000,.0020270
48.0000100,.0013558
48.0204300,.0011049
48.0408500,.0010158
48.0612600,.0007003
48.0816800,.0005465
48.1021000,.0007483
48.1225200,.0012413
48.1429300,.0013140
48.1633500,.0015807
48.1837700,.0015565
48.2041900,.0019528
48.2246000,.0016376
48.2450200,.0016781
48.2654300,.0013953
48.2858500,.0018239
48.3062700,.0013147
48.3266900,.0015493
48.3471000,.0016547
48.3675200,.0017924
48.3879400,.0015098
48.4083600,.0019710
48.4287700,.0019149
48.4491900,.0015677
48.4696100,.0016086
48.4900200,.0016494
48.5104400,.0013669
48.5308600,.0014401
48.5512800,.0018691
48.5716900,.0021042
48.5921100,.0021452
48.6125300,.0022187
48.6329500,.0021305
48.6533600,.0020746
48.6737800,.0022451
48.6941900,.0021892
48.7146100,.0021010
48.7350300,.0022069
48.7554500,.0019894
48.7758600,.0014810
48.7962800,.0016840
48.8167000,.0019517
48.8371200,.0019284
48.8575300,.0019698
48.8779500,.0023345
48.8983700,.0021819
48.9187900,.0019322
48.9392000,.0018120
48.9596200,.0017564
48.9800400,.0014099
49.0004500,.0013544
49.0208700,.0016547
49.0412900,.0018903
49.0617100,.0020289
49.0821200,.0022322
49.1025400,.0022414
49.1229600,.0021537
49.1433800,.0018719
49.1637900,.0019782
49.1842100,.0020199
49.2046200,.0022880
49.2250400,.0022651
49.2454600,.0022745
49.2658800,.0019929
49.2862900,.0019376
49.3067100,.0018824
49.3271300,.0020211
49.3475500,.0020306
49.3679600,.0022341
49.3883800,.0025993
49.4088000,.0024794
49.4292100,.0020039
49.4496300,.0021428
49.4700500,.0021200
49.4904700,.0016122
49.5108800,.0016218
49.5313000,.0018253
49.5517200,.0020936
49.5721400,.0021678
49.5925500,.0024038
49.6129700,.0023811
49.6333900,.0022937
49.6538000,.0021093
49.6742200,.0020219
49.6946400,.0019669
49.7150600,.0020735
49.7354700,.0023095
49.7558900,.0025132
49.7763100,.0026521
49.7967300,.0028882
49.8171400,.0029625
49.8375600,.0028428
49.8579800,.0025291
49.8783900,.0023771
49.8988100,.0016107
49.9192300,.0016527
49.9396400,.0019211
49.9600600,.0019805
49.9804800,.0031369
50.0009000,.0022635
