Angle,AA_3-12-2_Zn-DMF
24.4385800,.0020137
24.4590000,.0020147
24.4794200,.0018217
24.4998400,.0025341
24.5202500,.0024381
24.5406700,.0024391
24.5610900,.0024078
24.5815000,.0024088
24.6019200,.0023775
24.6223400,.0021845
24.6427600,.0026059
24.6631700,.0025746
24.6835900,.0022523
24.7040100,.0018006
24.7244200,.0022544
24.7448400,.0021261
24.7652600,.0021595
24.7856800,.0026132
24.8060900,.0026790
24.8265100,.0027447
24.8469300,.0028105
24.8673400,.0031026
24.8877600,.0030713
24.9081800,.0030401
24.9286000,.0028149
24.9490100,.0029453
24.9694300,.0026554
24.9898500,.0025272
25.0102700,.0027546
25.0306800,.0028204
25.0511000,.0024659
25.0715200,.0025964
25.0919300,.0025005
25.1123500,.0024047
25.1327700,.0020825
25.1531800,.0021483
25.1736000,.0022789
25.1940200,.0024741
25.2144400,.0025399
25.2348500,.0029615
25.2552700,.0032861
25.2756900,.0027052
25.2961000,.0024801
25.3165200,.0024490
25.3369400,.0019329
25.3573600,.0017725
25.3777700,.0018707
25.3981900,.0021630
25.4186100,.0020673
25.4390300,.0022626
25.4594400,.0022962
25.4798600,.0021035
25.5002800,.0016844
25.5206900,.0017181
25.5411100,.0018164
25.5615300,.0016561
25.5819500,.0023365
25.6023600,.0023702
25.6227800,.0023715
25.6432000,.0020172
25.6636100,.0019215
25.6840300,.0012762
25.7044500,.0012129
25.7248700,.0012143
25.7452800,.0012481
25.7657000,.0009585
25.7861200,.0011216
25.8065400,.0010584
25.8269500,.0009628
25.8473700,.0008996
25.8677900,.0011274
25.8882000,.0012582
25.9086200,.0014860
25.9290400,.0015522
25.9494600,.0018447
25.9698700,.0022020
25.9902900,.0020742
26.0107100,.0022374
26.0311200,.0024329
26.0515400,.0022404
26.0719600,.0019833
26.0923700,.0022112
26.1127900,.0023098
26.1332100,.0019557
26.1536300,.0019249
26.1740400,.0016355
26.1944600,.0015725
26.2148800,.0009920
26.2353000,.0015757
26.2557100,.0014156
26.2761300,.0015143
26.2965500,.0016776
26.3169700,.0020350
26.3373800,.0014223
26.3578000,.0019090
26.3782200,.0022664
26.3986300,.0020741
26.4190500,.0018171
26.4394700,.0019482
26.4598800,.0018205
26.4803000,.0019516
26.5007200,.0021474
26.5211400,.0023431
26.5415500,.0023449
26.5619700,.0019910
26.5823900,.0016048
26.6028000,.0015095
26.6232200,.0017700
26.6436400,.0017071
26.6640600,.0019029
26.6844700,.0022604
26.7048900,.0019712
26.7253100,.0018114
26.7457300,.0020073
26.7661400,.0023325
26.7865600,.0022374
26.8069800,.0023362
26.8273900,.0024028
26.8478100,.0021136
26.8682300,.0019538
26.8886500,.0019557
26.9090600,.0021193
26.9294800,.0017978
26.9499000,.0018644
26.9703100,.0017693
26.9907300,.0017066
27.0111500,.0014498
27.0315700,.0014841
27.0519800,.0019064
27.0724000,.0020377
27.0928200,.0016516
27.1132400,.0020093
27.1336500,.0019466
27.1540700,.0020456
27.1744900,.0019182
27.1949000,.0020819
27.2153200,.0021486
27.2357400,.0024740
27.2561600,.0020232
27.2765700,.0019929
27.2969900,.0018332
27.3174100,.0014149
27.3378200,.0011906
27.3582400,.0013219
27.3786600,.0011623
27.3990700,.0013584
27.4194900,.0014574
27.4399100,.0014918
27.4603300,.0015585
27.4807400,.0020456
27.5011600,.0020153
27.5215800,.0020174
27.5420000,.0021165
27.5624100,.0022802
27.5828300,.0022500
27.6032500,.0022844
27.6236600,.0021248
